"","SPX_hpft","IH00C1_hpft","US_10yry_hpft","CN_10yry_hpft","UK_10yry_hpft","T00C1_hpft","USDX_hpft","USDCNH_hpft"
"2013-10-11",1731.24287203605,NA,2.75873690424266,4.18161533574079,2.77665433505382,NA,80.9724375422823,6.08997210914153
"2013-10-14",1732.57053611246,NA,2.76171510715994,4.19908690594738,2.78200122827436,NA,80.9558370893902,6.08841912899878
"2013-10-15",1733.90047456423,NA,2.76268518736359,4.20490127930491,2.78373725296114,NA,80.9394072198075,6.08790363907447
"2013-10-16",1735.23243059535,NA,2.76364588610663,4.21070949142359,2.7854519003,NA,80.923150603802,6.08738956467204
"2013-10-17",1736.56613259483,NA,2.76459835226831,4.21651059509866,2.78714618503183,NA,80.9070697093388,6.08687711028256
"2013-10-18",1737.90130329174,NA,2.76554372908726,4.22230360153743,2.78882109757048,NA,80.891166812936,6.08636648436966
"2013-10-21",1739.23766400307,NA,2.76834812151466,4.23962354525665,2.79373927628682,NA,80.8754436756228,6.08484768680641
"2013-10-22",1740.57493877347,NA,2.76927560769365,4.24537346472737,2.7953463646338,NA,80.8599015288458,6.08434649147347
"2013-10-23",1741.91285388894,NA,2.77020091144743,4.25110972221093,2.79693885820387,NA,80.8445411223041,6.08384819083739
"2013-10-24",1743.25114146182,NA,2.7711248281035,4.25683106537308,2.7985176441755,NA,80.8293625402285,6.08335300111343
"2013-10-25",1744.58953545098,NA,2.77204805783357,4.26253620144893,2.80008358032112,NA,80.814365215997,6.08286113895165
"2013-10-28",1745.92777346066,NA,2.77481904715365,4.27954100524236,2.80471224796325,NA,80.7995479053418,6.08140764153752
"2013-10-29",1747.26559937009,NA,2.77574445045225,4.28516785815588,2.80623438143241,NA,80.7849087008143,6.0809311980464
"2013-10-30",1748.6027637476,NA,2.77667112915616,4.2907716698994,2.80774710067754,NA,80.7704450875145,6.08045912129852
"2013-10-31",1749.93902736503,NA,2.77759917968283,4.29635099522282,2.80925087263993,NA,80.7561540690163,6.07999161313983
"2013-11-01",1751.27415707361,NA,2.77852859648579,4.30190435486811,2.81074608931303,NA,80.7420322105474,6.07952887654926
"2013-11-04",1752.60792245315,NA,2.78132364998158,4.31839330079381,2.81518313588684,NA,80.7280758681123,6.07861855115417
"2013-11-05",1753.9400973683,NA,2.78225680124353,4.32382719985817,2.81664639756899,NA,80.7142813886082,6.07817138558094
"2013-11-06",1755.2704620172,NA,2.78319014221485,4.32922706176816,2.81810181006624,NA,80.7006450577231,6.07772983866275
"2013-11-07",1756.59880033062,NA,2.78412325417177,4.33459110095247,2.81954929054362,NA,80.6871631593762,6.07729413099527
"2013-11-08",1757.92490253047,NA,2.78505567986943,4.3399174891698,2.82098868793349,NA,80.6738318945476,6.07686448605538
"2013-11-11",1759.24855493289,NA,2.78784353223535,4.3556519895062,2.82525597842988,NA,80.6606475191269,6.07561420220103
"2013-11-12",1760.56954909756,NA,2.78876776042784,4.360808970798,2.82666043456793,NA,80.6476065147678,6.07521109052782
"2013-11-13",1761.8876818096,NA,2.78968849510675,4.36591887839525,2.82805530752942,NA,80.6347055364665,6.07481519058244
"2013-11-14",1763.20275279744,NA,2.79060515762614,4.37097983630371,2.8294402104044,NA,80.6219414468898,6.07442673603137
"2013-11-15",1764.51457010314,NA,2.79151717360243,4.37598998923092,2.83081474420365,NA,80.6093112100987,6.07404596111348
"2013-11-18",1765.82295310195,NA,2.79421922866838,4.39069774674434,2.8348720060289,NA,80.5968119257605,6.07295207257617
"2013-11-19",1767.12773508504,NA,2.79510635284558,4.39548719851178,2.83620087098084,NA,80.5844407806328,6.07260437587044
"2013-11-20",1768.42875996987,NA,2.79598547882939,4.40021754670627,2.83751717203944,NA,80.5721950206611,6.07226553941459
"2013-11-21",1769.72588024787,NA,2.79685580191352,4.4048874308049,2.8388203836568,NA,80.5600719230245,6.07193579496295
"2013-11-22",1771.01895375991,NA,2.79771648184874,4.40949560200877,2.84010993994786,NA,80.5480689582736,6.07161537279602
"2013-11-25",1772.30784914548,NA,2.80023224043109,4.42293938502745,2.84389037940092,NA,80.5361837664071,6.0707123350685
"2013-11-26",1773.5924489913,NA,2.80104585711035,4.42729077380629,2.8451188571047,NA,80.5244140419584,6.07043150200659
"2013-11-27",1774.87264835601,NA,2.80184549578768,4.43157596429653,2.84633034225296,NA,80.5127576339813,6.07016114809922
"2013-11-28",NA,NA,2.80263022369456,4.43579433287418,2.84752411955701,NA,80.5012124269077,6.06990151243023
