"","P0_hpfc","CU0_hpfc","RB0_hpfc","CL00Y_hpfc","CU0_hpfc","RB0_hpfc","CL00Y_hpfc","AL0_hpfc","I0_hpfc","CF0_hpfc","FG0_hpfc","SA0_hpfc","P0_hpfc","Y0_hpfc","I0_hpfc","V0_hpfc","TA0_hpfc"
"2010-05-10",93.0418211391007,98.0710835430031,164.77817127483,-0.555185631584455,98.0710835430031,164.77817127483,-0.555185631584455,-114.480245631773,NA,118.362106274552,NA,NA,93.0418211391007,163.696907742327,NA,275.410669997522,270.269378411942
"2010-05-11",35.7717208768012,-834.581284805387,111.930810671474,-0.954001491833824,-834.581284805387,111.930810671474,-0.954001491833824,-149.774226269113,NA,50.0901109746323,NA,NA,35.7717208768012,97.3339850874158,NA,192.030540979552,221.751829080997
"2010-05-12",68.3380288583518,-558.181165689916,41.0826199233822,-1.64333288656386,-558.181165689916,41.0826199233822,-1.64333288656386,-205.314763354974,NA,61.2154362639131,NA,NA,68.3380288583518,142.849417813034,NA,93.6053485082044,277.090215540541
"2010-05-13",22.7358490630142,237.223958655872,37.2300681952094,-2.8632456014602,237.223958655872,37.2300681952094,-2.8632456014602,-101.109922270754,NA,181.72115337601,NA,NA,22.7358490630142,122.2397019414,NA,110.131085698464,248.276204114962
"2010-05-14",-57.039742776832,-118.413163265942,6.3696076697167,-5.62380474292364,-118.413163265942,6.3696076697167,-5.62380474292364,-127.167683528308,NA,156.590308242862,NA,NA,-57.039742776832,55.5012744464786,NA,26.6037069727711,15.3013465917272
"2010-05-17",-210.993680328025,-2865.1398810189,-172.502324859731,-7.125074233802,-2865.1398810189,-172.502324859731,-7.125074233802,-773.49598584567,NA,110.805871678085,NA,NA,-210.993680328025,-119.369478227187,NA,-266.98087877044,-229.842907870466
"2010-05-18",-127.130873679123,-2703.0034952143,-147.389295232737,-7.76711567229,-2703.0034952143,-147.389295232737,-7.76711567229,-525.102715374231,NA,389.3507497671,NA,NA,-127.130873679123,-54.3761925765832,NA,-155.626773629311,-163.165116436984
"2010-05-19",-149.456145702468,-3282.05012213375,-131.294797983379,-7.27998771136229,-3282.05012213375,-131.294797983379,-7.27998771136229,-576.995438533734,NA,472.207802793197,NA,NA,-149.456145702468,-89.522455756358,NA,-144.337969343214,-220.673741265782
"2010-05-20",-91.9742667194903,-2412.32476074633,-101.222266720917,-9.11374579338153,-2412.32476074633,-101.222266720917,-9.11374579338153,-529.181504688018,NA,324.359730098534,NA,NA,-91.9742667194903,-44.8118324444572,NA,-63.1183933214844,-194.377177068661
"2010-05-21",-38.6899452723664,-2703.87105334913,-122.175080782652,-7.05844235145364,-2703.87105334913,-122.175080782652,-7.05844235145364,-611.66802469257,NA,150.789035832886,NA,NA,-38.6899452723664,-6.24785031369761,NA,-81.9719133099399,-310.283727340221
"2010-05-24",-41.6078518850277,-1126.73164508184,-30.1565776645523,-6.86412605143055,-1126.73164508184,-30.1565776645523,-6.86412605143055,-384.461890662239,NA,51.4780900685054,NA,NA,-41.6078518850277,-19.834018513026,NA,49.0976290363653,-226.401615226893
"2010-05-25",-126.732641088504,-2200.94806341779,-82.1700443604724,-8.3008426414895,-2200.94806341779,-82.1700443604724,-8.3008426414895,-512.569741871617,NA,-108.59079945218,NA,NA,-126.732641088504,-103.573843609565,NA,-19.9135740539921,-452.738935616734
"2010-05-26",-88.0689502143774,-1436.56137007788,-72.2187553986723,-5.51863503244968,-1436.56137007788,-72.2187553986723,-5.51863503244968,-430.998058675114,NA,15.5646537343287,NA,NA,-88.0689502143774,-55.470823971115,NA,5.99064935264693,-377.303689811588
"2010-05-27",-71.6213642087691,-993.61171700393,-72.3059513416495,-2.45754270389928,-993.61171700393,-72.3059513416495,-2.45754270389928,-404.753109551194,NA,-21.0732190214955,NA,NA,-71.6213642087691,-41.5284151526709,NA,86.8064794214117,-242.103691970299
"2010-05-28",-75.3944316131843,-502.138662320968,-84.4348428995126,-3.01760285424223,-502.138662320968,-84.4348428995126,-3.01760285424223,-278.840984820623,NA,-238.522092802609,NA,NA,-75.3944316131843,-61.7500497796005,NA,87.530093841351,-179.146600289072
"2010-05-31",-161.39267136376,-1242.18135343377,-123.608610894011,-2.20885166603465,-1242.18135343377,-123.608610894011,-2.20885166603465,-353.267607495985,NA,-326.799633982255,NA,NA,-161.39267136376,-138.139143311218,NA,33.1576344188944,-178.43997288791
