"TY00YDate","TY00YClose","TY00Y_hpft","TY00Y_hpfc"
2013-06-25,125.625,126.160571361652,-0.535571361651947
2013-06-26,125.984,126.153801188845,-0.169801188845383
2013-06-27,126.641,126.147030794655,0.49396920534486
2013-06-28,126.516,126.140259887509,0.375740112491407
2013-07-01,126.563,126.13348838002,0.429511619979905
2013-07-02,126.609,126.12671634012,0.482283659880143
2013-07-03,126.703,126.119944013281,0.583055986719097
2013-07-04,126.625,126.113171844333,0.511828155667024
2013-07-05,124.656,126.106400519118,-1.45040051911767
2013-07-08,124.625,126.099630935046,-1.4746309350458
2013-07-09,125.5,126.092863389991,-0.592863389990886
2013-07-10,125.297,126.086097572273,-0.78909757227335
2013-07-11,126.3125,126.079332925148,0.233167074852294
2013-07-12,126.1875,126.072568565687,0.114931434312717
2013-07-15,126.5,126.065803707347,0.434196292652713
2013-07-16,126.5938,126.059037611091,0.534762388909037
2013-07-17,127.1563,126.052269717361,1.10403028263915
2013-07-18,126.7344,126.045499687649,0.688900312351255
2013-07-19,127.0469,126.038727639808,1.00817236019183
2013-07-22,127.2656,126.031953976456,1.23364602354368
2013-07-23,126.9844,126.025179516948,0.959220483051633
2013-07-24,126.5,126.018405590579,0.481594409420955
2013-07-25,126.4688,126.011633923146,0.457166076853659
2013-07-26,126.6719,126.00486643952,0.667033560480013
2013-07-29,126.5313,125.998105253544,0.533194746456246
2013-07-30,126.4219,125.991352754786,0.430547245213692
2013-07-31,126.3438,125.984611553218,0.359188446782472
2013-08-01,125.4375,125.977884436778,-0.540384436778312
2013-08-02,125.2656,125.971174341884,-0.705574341883507
2013-08-05,126.2344,125.964483981575,0.269916018425145
2013-08-06,126.2344,125.957815777238,0.276584222762074
2013-08-07,126.4531,125.951172261831,0.501927738169179
2013-08-08,126.8125,125.94455608264,0.867943917359611
2013-08-09,126.7188,125.93797009443,0.780829905569805
2013-08-12,126.5313,125.931417510737,0.599882489262922
2013-08-13,125.7031,125.924901867861,-0.221801867861344
2013-08-14,125.7813,125.918426950071,-0.137126950070714
2013-08-15,125.4688,125.911996449949,-0.443196449948865
2013-08-16,125.1563,125.905614003397,-0.749314003396773
2013-08-19,124.5938,125.899283063116,-1.30548306311588
2013-08-20,125.125,125.893006772071,-0.768006772071232
2013-08-21,124.4531,125.886787733594,-1.43368773359379
2013-08-22,124.2656,125.880628233551,-1.61502823355121
2013-08-23,124.8438,125.874529965183,-1.03072996518259
2013-08-26,125.2188,125.868493954139,-0.649693954138984
2013-08-27,125.5,125.862520800009,-0.36252080000921
2013-08-28,125.375,125.856610833825,-0.481610833824853
2013-08-29,124.9688,125.850764236766,-0.881964236765938
2013-08-30,125.0781,125.844980990934,-0.766880990933788
2013-09-02,125.3438,125.839260713861,-0.495460713861436
2013-09-03,124.7344,125.833602706084,-1.09920270608386
2013-09-04,124.3906,125.828006063333,-1.43740606333269
2013-09-05,123.8125,125.822469426973,-2.0099694269733
2013-09-06,124.2969,125.816990844205,-1.52009084420524
2013-09-09,124.2969,125.811567531387,-1.5146675313874
2013-09-10,124.0781,125.806196076534,-1.72809607653446
2013-09-11,123.3906,125.800872441558,-2.41027244155834
2013-09-12,123.375,125.795591874045,-2.42059187404547
2013-09-13,123.625,125.790348625273,-2.16534862527262
2013-09-16,124.125,125.785135945941,-1.66013594594126
2013-09-17,124.1875,125.779946191685,-1.59244619168471
2013-09-18,125.7656,125.774771031903,-0.00917103190294238
2013-09-19,125.2188,125.769601477743,-0.550801477742686
2013-09-20,125.25,125.764428536559,-0.514428536559327
2013-09-23,125.4531,125.75924298803,-0.306142988029798
2013-09-24,125.8906,125.754035399187,0.136564600813313
2013-09-26,126.0313,125.748796210515,0.282503789484663
2013-09-27,126.3594,125.743515918951,0.615884081048654
2013-09-30,126.2188,125.738185138206,0.480614861793981
2013-10-01,126.1094,125.732794736572,0.376605263427609
2013-10-02,126.375,125.72733578101,0.647664218989586
2013-10-03,126.4375,125.721799494154,0.715700505846344
2013-10-04,126.4688,125.716177366354,0.752622633646409
2013-10-07,126.5469,125.710461183804,0.836438816195997
2013-10-08,126.4063,125.704643043802,0.701656956197846
2013-10-09,126.1875,125.698715389396,0.488784610604097
2013-10-10,125.8125,125.69267095367,0.119829046330401
2013-10-11,126.2188,125.686502671752,0.532297328248419
2013-10-14,126.125,125.680203528302,0.444796471697594
2013-10-15,125.7969,125.673766728013,0.123133271986981
2013-10-16,126.25,125.667185659436,0.582814340564025
2013-10-17,126.7188,125.660453762022,1.05834623797822
2013-10-18,126.875,125.653564716132,1.22143528386752
2013-10-21,126.8594,125.646512639609,1.21288736039119
2013-10-22,127.4844,125.639292155183,1.84510784481707
2013-10-23,127.5938,125.631898386946,1.96190161305385
2013-10-24,127.5,125.624327221683,1.87567277831682
2013-10-25,127.625,125.61657535715,2.00842464284961
2013-10-28,127.5313,125.608640266431,1.92265973356885
2013-10-29,127.7188,125.600520252811,2.11827974718863
2013-10-30,128.0312,125.592214414327,2.43898558567326
2013-10-31,127.3125,125.583722724625,1.72877727537504
2013-11-01,126.9219,125.575046165532,1.346853834468
2013-11-04,126.9531,125.566186433481,1.38691356651897
2013-11-05,126.5313,125.55714578164,0.974154218359865
2013-11-06,126.8906,125.547927036472,1.34267296352781
2013-11-07,127.375,125.538533427116,1.8364665728839
2013-11-08,126.1406,125.528968737718,0.611631262282412
2013-11-11,126.1875,125.519237511544,0.668262488456101
2013-11-12,125.8281,125.509344544686,0.318755455314028
2013-11-13,126.2344,125.499294909468,0.73510509053247
2013-11-14,126.5625,125.489093809973,1.07340619002658
2013-11-15,126.5,125.478746754151,1.02125324584906
2013-11-18,126.9531,125.468259693651,1.48484030634925
2013-11-19,126.7969,125.457639002268,1.33926099773198
2013-11-20,121.6563,125.446891667571,-3.79059166757142
2013-11-21,126.3125,125.436025230726,0.876474769273584
2013-11-22,126.5938,125.42504566602,1.16875433397994
2013-11-25,126.7188,125.413959310039,1.3048406899611
2013-11-26,127,125.402772982486,1.59722701751422
2013-11-27,126.6563,125.391494042432,1.26480595756825
