"ZL00YDate","ZL00YClose","ZL00Y_hpft","ZL00Y_hpfc"
2010-01-04,41.29,38.2836569426857,3.00634305731429
2010-01-05,41.1,38.282025927645,2.81797407235495
2010-01-06,41.07,38.2803961553057,2.78960384469428
2010-01-07,40.36,38.2787700332062,2.08122996679379
2010-01-08,39.91,38.2771511219951,1.63284887800493
2010-01-11,39.55,38.2755438426176,1.27445615738236
2010-01-12,38.63,38.2739532909733,0.356046709026673
2010-01-13,39.01,38.2723850897704,0.737614910229558
2010-01-14,38.53,38.2708450088927,0.259154991107329
2010-01-15,37.53,38.2693391231238,-0.739339123123845
2010-01-19,37.15,38.2678736143725,-1.11787361437248
2010-01-20,36.57,38.2664543589339,-1.69645435893387
2010-01-21,37,38.2650867710193,-1.26508677101933
2010-01-22,36.71,38.263775563594,-1.55377556359395
2010-01-25,36.5,38.2625249266871,-1.76252492668711
2010-01-26,36.77,38.2613384080596,-1.4913384080596
2010-01-27,36.32,38.2602188269154,-1.94021882691544
2010-01-28,36.15,38.2591683859992,-2.10916838599923
2010-01-29,36.15,38.2581884860472,-2.10818848604719
2010-02-01,36.19,38.2572796559501,-2.0672796559501
2010-02-02,37.47,38.2564415531584,-0.786441553158426
2010-02-03,36.9,38.2556729805924,-1.35567298059237
2010-02-04,37.21,38.2549724160887,-1.04497241608866
2010-02-05,37,38.2543377771036,-1.25433777710355
2010-02-08,37.95,38.2537665491436,-0.303766549143595
2010-02-09,38.38,38.2532556992226,0.12674430077737
2010-02-10,38.27,38.2528020687895,0.0171979312104565
2010-02-11,38.14,38.2524025516842,-0.112402551684221
2010-02-12,38.32,38.2520540488555,0.0679459511444929
2010-02-16,39.43,38.2517534147895,1.17824658521048
2010-02-17,39.23,38.2514975320585,0.978502467941482
2010-02-18,39.18,38.2512837702745,0.928716229725499
2010-02-19,39,38.2511099035231,0.748890096476929
2010-02-22,39.3,38.2509740897838,1.04902591021621
2010-02-23,38.78,38.2508747965972,0.52912520340278
2010-02-24,39.5,38.2508109251291,1.24918907487085
2010-02-25,38.97,38.2507815952643,0.719218404735686
2010-02-26,39.7,38.2507864432521,1.44921355674792
2010-03-01,39.9,38.2508254026377,1.64917459736227
2010-03-02,40.2,38.2508990060132,1.9491009939868
2010-03-03,40.4,38.2510084676728,2.14899153232715
2010-03-04,40,38.251155807591,1.74884419240899
2010-03-05,40.05,38.2513439340487,1.79865606595127
