"CF0Date","CF0Close","CF0_hpft","CF0_hpfc"
2010-03-15,16955,16158.1639642786,796.83603572141
2010-03-16,17020,16164.2511818435,855.748818156547
2010-03-17,17135,16170.4568685099,964.543131490094
2010-03-18,17080,16176.7878240864,903.21217591361
2010-03-19,17340,16183.2512470844,1156.74875291556
2010-03-22,17320,16189.8547093676,1130.14529063244
2010-03-23,17165,16196.6062609529,968.393739047111
2010-03-24,17085,16203.5144190134,881.485580986553
2010-03-25,17050,16210.5881010179,839.411898982129
2010-03-26,16970,16217.8365888054,752.163411194591
2010-03-29,16945,16225.2695111948,719.730488805228
2010-03-30,16945,16232.896807918,712.103192082037
2010-03-31,16870,16240.728716215,629.271283785013
2010-04-01,16930,16248.775767681,681.224232318976
2010-04-02,17105,16257.0487540261,847.951245973886
2010-04-06,17170,16265.5587485511,904.441251448878
2010-04-07,17100,16274.3171750663,825.682824933662
2010-04-08,17010,16283.3358312415,726.664168758472
2010-04-09,16890,16292.62685605,597.373143950037
2010-04-12,16925,16302.2026888397,622.797311160308
2010-04-13,16895,16312.0760158876,582.923984112359
2010-04-14,16950,16322.2597809102,627.740219089843
2010-04-15,16915,16332.7671685822,582.232831417821
2010-04-16,16960,16343.611623061,616.388376939038
2010-04-19,16790,16354.8068291743,435.19317082573
2010-04-20,16945,16366.3667265408,578.633273459177
2010-04-21,17160,16378.3054346701,781.694565329875
2010-04-22,17090,16390.6373122566,699.362687743394
2010-04-23,17110,16403.3770411139,706.622958886078
2010-04-26,17120,16416.5395921458,703.460407854182
2010-04-27,17145,16430.1402283449,714.859771655115
2010-04-28,17205,16444.1945034863,760.805496513717
2010-04-29,16935,16458.7182668391,476.281733160894
2010-04-30,16935,16473.7276821583,461.272317841657
2010-05-04,16850,16489.2391100768,360.760889923195
2010-05-05,16725,16505.2691018966,219.730898103377
2010-05-06,16680,16521.8343580451,158.165641954865
2010-05-07,16545,16538.9516697769,6.04833022306934
2010-05-10,16675,16556.6378937254,118.362106274552
2010-05-11,16625,16574.9098890254,50.0901109746323
2010-05-12,16655,16593.7845637361,61.2154362639131
2010-05-13,16795,16613.278846624,181.72115337601
2010-05-14,16790,16633.4096917571,156.590308242862
2010-05-17,16765,16654.1941283219,110.805871678085
2010-05-18,17065,16675.6492502329,389.3507497671
2010-05-19,17170,16697.7921972068,472.207802793197
2010-05-20,17045,16720.6402699015,324.359730098534
2010-05-21,16895,16744.2109641671,150.789035832886
2010-05-24,16820,16768.5219099315,51.4780900685054
2010-05-25,16685,16793.5907994522,-108.59079945218
2010-05-26,16835,16819.4353462657,15.5646537343287
2010-05-27,16825,16846.0732190215,-21.0732190214955
2010-05-28,16635,16873.5220928026,-238.522092802609
2010-05-31,16575,16901.7996339823,-326.799633982255
2010-06-01,16680,16930.9234103372,-250.923410337168
2010-06-02,16375,16960.9108545589,-585.910854558899
2010-06-03,16405,16991.7792956175,-586.77929561746
2010-06-04,16390,17023.5458202908,-633.545820290776
2010-06-07,16085,17056.2272728027,-971.22727280271
2010-06-08,16290,17089.840235499,-799.840235498976
2010-06-09,16625,17124.4008892587,-499.400889258722
2010-06-10,16640,17159.9250843393,-519.92508433927
2010-06-11,16745,17196.4284645609,-451.428464560871
2010-06-17,16810,17233.9264588334,-423.926458833412
2010-06-18,16555,17272.4343094616,-717.434309461572
2010-06-21,16595,17311.9670835185,-716.967083518492
2010-06-22,16510,17352.5395515163,-842.539551516307
2010-06-23,16795,17394.1661876021,-599.166187602125
2010-06-24,16805,17436.8611176509,-631.861117650894
2010-06-25,16775,17480.6382198681,-705.638219868121
2010-06-28,16835,17525.5111112695,-690.511111269467
2010-06-29,16795,17571.4931171921,-776.493117192129
2010-06-30,16870,17618.5972775435,-748.597277543547
2010-07-01,16645,17666.8363112563,-1021.83631125629
2010-07-02,16750,17716.2226278277,-966.222627827742
2010-07-05,16530,17766.768214366,-1236.76821436603
2010-07-06,16585,17818.484658584,-1233.48465858402
2010-07-07,16455,17871.3830369617,-1416.38303696168
2010-07-08,16520,17925.4739161086,-1405.47391610863
2010-07-09,16390,17980.7672771592,-1590.7672771592
2010-07-12,16215,18037.2725202763,-1822.27252027635
2010-07-13,16105,18094.9983880685,-1989.99838806852
2010-07-14,16195,18153.9528698873,-1958.95286988726
2010-07-15,16130,18214.1431324995,-2084.14313249947
2010-07-16,16265,18275.5755329234,-2010.57553292343
2010-07-19,16385,18338.255566672,-1953.25556667199
2010-07-20,16320,18402.1878981703,-2082.18789817029
2010-07-21,16180,18467.3763844408,-2287.37638444078
2010-07-22,16255,18533.8240218188,-2278.82402181883
2010-07-23,16340,18601.5328611264,-2261.53286112638
2010-07-26,16450,18670.5040112164,-2220.50401121638
2010-07-27,16295,18740.7376461068,-2445.73764610684
2010-07-28,16385,18812.2330219548,-2427.23302195483
2010-07-29,16365,18884.988383946,-2519.98838394602
2010-07-30,16480,18959.0009739471,-2479.00097394705
2010-08-02,16660,19034.2669921608,-2374.26699216079
2010-08-03,16700,19110.7816140729,-2410.78161407292
2010-08-04,16720,19188.5390337412,-2468.53903374115
2010-08-05,16635,19267.5324487038,-2632.53244870375
2010-08-06,16740,19347.7540361001,-2607.7540361001
2010-08-09,16730,19429.1948848935,-2699.19488489346
2010-08-10,16825,19511.8450061006,-2686.84500610058
2010-08-11,16880,19595.6932950028,-2715.69329500276
2010-08-12,16870,19680.7275362464,-2810.72753624638
2010-08-13,17135,19766.9343919229,-2631.93439192287
2010-08-16,17155,19854.2993622757,-2699.29936227573
2010-08-17,17105,19942.8068596157,-2837.80685961568
2010-08-18,17120,20032.4401804755,-2912.44018047549
2010-08-19,17120,20123.1814483467,-3003.18144834666
2010-08-20,16895,20215.0115828369,-3320.01158283687
2010-08-23,16965,20307.9102621585,-3342.91026215847
2010-08-24,17095,20401.8557921665,-3306.8557921665
2010-08-25,17150,20496.8250968904,-3346.82509689036
2010-08-26,17180,20592.7937334404,-3412.79373344043
2010-08-27,17395,20689.7358754803,-3294.73587548032
2010-08-30,17370,20787.6242859649,-3417.62428596493
2010-08-31,17515,20886.4303659377,-3371.4303659377
2010-09-01,17515,20986.1241037327,-3471.12410373272
2010-09-02,17790,21086.6740940698,-3296.67409406977
2010-09-03,18125,21188.0474968477,-3063.0474968477
2010-09-06,18790,21290.210109249,-2500.21010924896
2010-09-07,18965,21393.1264623174,-2428.12646231736
2010-09-08,18855,21496.7600536118,-2641.76005361182
2010-09-09,18875,21601.0733770015,-2726.07337700152
2010-09-10,19305,21706.0278343563,-2401.02783435627
2010-09-13,19230,21811.5837006967,-2581.58370069666
2010-09-14,19510,21917.7002585566,-2407.7002585566
2010-09-15,19605,22024.3357233455,-2419.33572334549
2010-09-16,19520,22131.4473152275,-2611.4473152275
2010-09-17,19915,22238.9912543097,-2323.99125430971
2010-09-20,20600,22346.9226812326,-1746.92268123264
2010-09-21,21685,22455.1957759918,-770.195775991766
2010-09-27,21635,22563.763996476,-928.763996476027
2010-09-28,22185,22672.5804822053,-487.58048220533
2010-09-29,21280,22781.5979887858,-1501.59798878581
2010-09-30,21640,22890.7690702782,-1250.76907027818
2010-10-08,22600,23000.0456600426,-400.045660042646
2010-10-11,23965,23109.3791744219,855.620825578146
2010-10-12,23510,23218.7208643955,291.279135604547
2010-10-13,23600,23328.0223346223,271.977665377699
2010-10-14,24480,23437.2353101646,1042.76468983536
2010-10-15,24230,23546.311628509,683.688371491023
2010-10-18,23750,23655.203558179,94.7964418210461
2010-10-19,23940,23763.8636503077,176.136349692339
2010-10-20,24390,23872.2444952124,517.755504787576
2010-10-21,24995,23980.29875602,1014.70124398002
2010-10-22,25145,24087.9793098749,1057.02069012512
2010-10-25,26270,24195.2394533585,2074.76054664148
2010-10-26,27135,24302.0329199826,2832.96708001742
2010-10-27,26765,24408.3143008806,2356.68569911938
2010-10-28,27825,24514.0393582222,3310.96064177781
2010-10-29,27245,24619.1648283345,2625.83517166551
2010-11-01,28510,24723.6488161636,3786.35118383636
2010-11-02,28770,24827.4505120709,3942.54948792911
2010-11-03,29715,24930.5306715413,4784.46932845866
2010-11-04,29855,25032.8516797528,4822.1483202472
2010-11-05,31235,25134.3778995885,6100.62210041147
2010-11-08,32970,25235.0756872164,7734.92431278359
2010-11-09,33005,25334.913920554,7670.08607944597
2010-11-10,32350,25433.8646748283,6916.13532517167
2010-11-11,31345,25531.9031957687,5813.09680423135
2010-11-12,29290,25629.0075879528,3660.99241204719
2010-11-15,28120,25725.1583588707,2394.84164112933
2010-11-16,28330,25820.3375293098,2509.66247069023
2010-11-17,27090,25914.5281099924,1175.47189000763
2010-11-18,27430,26007.7141490336,1422.28585096643
2010-11-19,27180,26099.8801804419,1080.11981955809
2010-11-22,25870,26191.0113261385,-321.011326138455
2010-11-23,25225,26281.0931545281,-1056.09315452812
2010-11-24,25755,26370.1111013176,-615.111101317615
2010-11-25,25270,26458.0501656665,-1188.05016566653
2010-11-26,24460,26544.8950924757,-2084.89509247567
2010-11-29,25240,26630.6301355535,-1390.63013555352
2010-11-30,25515,26715.2386868953,-1200.23868689533
2010-12-01,25380,26798.7035636684,-1418.7035636684
2010-12-02,26365,26881.0070869041,-516.007086904111
2010-12-03,26815,26962.1309912059,-147.130991205921
2010-12-06,27020,27042.0567978765,-22.0567978764791
2010-12-07,27415,27120.7659674016,294.234032598422
2010-12-08,26350,27198.2399511488,-848.239951148824
2010-12-09,26345,27274.4603221103,-929.460322110293
2010-12-10,26760,27349.40830265,-589.408302650025
2010-12-13,27570,27423.0647309289,146.935269071128
2010-12-14,28105,27495.4102014728,609.589798527236
2010-12-15,27395,27566.4253695454,-171.425369545409
2010-12-16,27650,27636.0911423881,13.9088576119462
2010-12-17,27845,27704.3883563802,140.611643619755
2010-12-20,28425,27771.2978536556,653.702146344398
2010-12-21,28995,27836.8005344665,1158.19946553352
2010-12-22,27675,27900.8775692784,-225.87756927843
2010-12-23,27870,27963.5106073182,-93.5106073181856
2010-12-24,27815,28024.6812044351,-209.681204435066
2010-12-27,27680,28084.3708778303,-404.370877830283
2010-12-28,27780,28142.5610580283,-362.561058028285
2010-12-29,27665,28199.2330084045,-534.233008404533
2010-12-30,27950,28254.3678424639,-304.36784246389
2010-12-31,28365,28307.9464528848,57.0535471151828
2011-01-04,28145,28359.9496065295,-214.949606529527
2011-01-05,28270,28410.3580938405,-140.358093840541
2011-01-06,29270,28459.1526164155,810.847383584465
2011-01-07,28215,28506.3138178315,-291.313817831488
2011-01-10,28405,28551.8226768354,-146.822676835356
2011-01-11,28810,28595.6600517597,214.339948240311
2011-01-12,29160,28637.8067402457,522.193259754297
2011-01-13,29075,28678.2436285285,396.756371471488
2011-01-14,28910,28716.9518187035,193.048181296541
2011-01-17,29040,28753.9125768691,286.087423130891
2011-01-18,29200,28789.1072489162,410.892751083804
2011-01-19,29685,28822.517299,862.482700999965
2011-01-20,29640,28854.1243611184,785.875638881632
2011-01-21,30875,28883.9104257825,1991.08957421747
2011-01-24,32120,28911.8578083595,3208.14219164049
2011-01-25,31505,28937.9496472481,2567.05035275191
2011-01-26,31510,28962.1704069652,2547.82959303477
2011-01-27,32635,28984.505613143,3650.49438685697
2011-01-28,32230,29004.9418445847,3225.05815541534
2011-01-31,32810,29023.4671890589,3786.53281094108
2011-02-01,33725,29040.0710674437,4684.92893255627
2011-02-09,33180,29054.7444658211,4125.25553417886
2011-02-10,33585,29067.4803068312,4517.51969316877
2011-02-11,33795,29078.2732183315,4716.72678166851
2011-02-14,33245,29087.1196955374,4157.88030446255
2011-02-15,33430,29094.018183373,4335.981816627
2011-02-16,33910,29098.9688454581,4811.03115454187
2011-02-17,34245,29101.9736377353,5143.02636226474
2011-02-18,33455,29103.0365048353,4351.96349516471
2011-02-21,32200,29102.163517308,3097.83648269202
2011-02-22,31910,29099.3625446284,2810.63745537162
2011-02-23,31750,29094.6427367999,2655.35726320006
2011-02-24,30280,29088.0144056232,1191.98559437677
2011-02-25,30590,29079.4889605138,1510.51103948621
2011-02-28,32435,29069.0783036113,3365.92169638873
2011-03-01,32970,29056.7949614425,3913.20503855749
2011-03-02,33200,29042.6528518674,4157.34714813259
2011-03-03,32500,29026.6675103079,3473.33248969209
2011-03-04,32450,29008.856190664,3441.14380933601
2011-03-07,33090,28989.2375825808,4100.76241741917
2011-03-08,31325,28967.8317981204,2357.16820187957
2011-03-09,31755,28944.6606444423,2810.33935555768
2011-03-10,31185,28919.7469030679,2265.2530969321
2011-03-11,30780,28893.1145171908,1886.88548280921
2011-03-14,29650,28864.7883663764,785.211633623584
2011-03-15,28980,28834.7941101498,145.205889850206
2011-03-16,29825,28803.1577326138,1021.84226738616
2011-03-17,29535,28769.9052778904,765.094722109626
2011-03-18,30540,28735.0632124904,1804.93678750961
2011-03-21,30195,28698.6583191842,1496.34168081582
2011-03-22,30195,28660.7181268338,1534.28187316624
2011-03-23,30830,28621.2707828226,2208.72921717738
2011-03-24,30265,28580.3450687495,1684.65493125053
2011-03-25,30210,28537.9706792129,1672.02932078706
2011-03-28,28825,28494.1780051744,330.82199482557
2011-03-29,28885,28448.9981287531,436.001871246944
2011-03-30,28730,28402.4622688094,327.537731190606
2011-03-31,28400,28354.6018244349,45.3981755651057
2011-04-01,28170,28305.4483301107,-135.44833011068
2011-04-06,28755,28255.0333390828,499.966660917198
2011-04-07,28565,28203.3883486073,361.611651392724
2011-04-08,29370,28150.5450626062,1219.4549373938
2011-04-11,30110,28096.5353344824,2013.46466551762
2011-04-12,29915,28041.391521707,1873.60847829303
2011-04-13,29660,27985.1468140381,1674.8531859619
2011-04-14,28585,27927.8351757057,657.164824294249
2011-04-15,28250,27869.4912632621,380.508736737877
2011-04-18,28175,27810.1500049006,364.849995099361
2011-04-19,27655,27749.8464861041,-94.8464861040549
2011-04-20,27810,27688.6159431678,121.384056832196
2011-04-21,27860,27626.4935731828,233.506426817232
2011-04-22,28335,27563.514623415,771.485376584981
2011-04-25,27855,27499.7144376511,355.28556234886
2011-04-26,27275,27435.1286785812,-160.128678581249
2011-04-27,26595,27369.7931557551,-774.793155755052
2011-04-28,26420,27303.743612531,-883.743612530995
2011-04-29,26280,27237.0154720003,-957.015472000346
2011-05-03,26495,27169.6437919503,-674.643791950307
2011-05-04,25830,27101.6632345751,-1271.66323457512
2011-05-05,24640,27033.1081831998,-2393.10818319977
2011-05-06,24785,26964.0124954932,-2179.01249549323
2011-05-09,24845,26894.4090399106,-2049.40903991061
2011-05-10,25150,26824.3297841906,-1674.32978419056
2011-05-11,25180,26753.8058489284,-1573.80584892837
2011-05-12,24315,26682.8676626198,-2367.86766261983
2011-05-13,25410,26611.5450032123,-1201.54500321228
2011-05-16,25310,26539.8666698709,-1229.86666987094
2011-05-17,25340,26467.8609650917,-1127.86096509171
2011-05-18,25280,26395.5556829926,-1115.55568299264
2011-05-19,25150,26322.9781514787,-1172.97815147871
2011-05-20,25005,26250.1552373302,-1245.15523733024
2011-05-23,25000,26177.1133224646,-1177.11332246463
2011-05-24,25220,26103.8782741027,-883.878274102693
2011-05-25,25260,26030.4754728937,-770.475472893656
2011-05-26,25535,25956.929934127,-421.929934127039
2011-05-27,25455,25883.2663546089,-428.266354608938
2011-05-30,25455,25809.5092567362,-354.509256736163
2011-05-31,26230,25735.682985878,494.317014121976
2011-06-01,26235,25661.8117408636,573.188259136447
2011-06-02,26205,25587.9199248526,617.080075147357
2011-06-03,26880,25514.0321779383,1365.96782206166
2011-06-07,26305,25440.1733952895,864.826604710476
2011-06-08,25910,25366.3690367114,543.630963288608
2011-06-09,25820,25292.6449194936,527.355080506367
2011-06-10,25975,25219.0270856411,755.972914358894
2011-06-13,25490,25145.5417951461,344.458204853911
2011-06-14,23870,25072.2156204897,-1202.21562048972
2011-06-15,24185,24999.0752765381,-814.075276538141
2011-06-16,23720,24926.1469812101,-1206.14698121014
2011-06-17,23715,24853.4566159182,-1138.45661591819
2011-06-20,23745,24781.0295635025,-1036.02956350251
2011-06-21,23975,24708.8907362111,-733.890736211077
2011-06-22,23790,24637.0646180387,-847.064618038704
2011-06-23,23370,24565.5753896196,-1195.57538961959
2011-06-24,23475,24494.4468814446,-1019.4468814446
2011-06-27,22305,24423.7024298033,-2118.70242980329
2011-06-28,22235,24353.3649495855,-2118.36494958552
2011-06-29,22565,24283.4564798946,-1718.45647989461
2011-06-30,22800,24213.9981841886,-1413.99818418857
2011-07-01,22285,24145.0105155824,-1860.01051558236
2011-07-04,22480,24076.5133427027,-1596.51334270268
2011-07-05,22515,24008.5257653227,-1493.52576532266
2011-07-06,22840,23941.0662232808,-1101.06622328081
2011-07-07,22645,23874.1525390516,-1229.15253905159
2011-07-08,22830,23807.8020799736,-977.80207997359
2011-07-11,22200,23742.0317053025,-1542.03170530245
2011-07-12,21460,23676.8578701105,-2216.85787011048
2011-07-13,21770,23612.2963920555,-1842.29639205553
2011-07-14,21695,23548.3621724354,-1853.3621724354
2011-07-15,21520,23485.0693510185,-1965.06935101852
2011-07-18,21670,23422.4313014655,-1752.43130146549
2011-07-19,21810,23360.4605851572,-1550.46058515716
2011-07-20,21550,23299.1690390911,-1749.16903909112
2011-07-21,21585,23238.5678593651,-1653.56785936514
2011-07-22,21710,23178.6675190407,-1468.66751904069
2011-07-25,21585,23119.4778076614,-1534.47780766138
2011-07-26,21485,23061.0079076822,-1576.00790768223
2011-07-27,21855,23003.2663672692,-1148.26636726923
2011-07-28,21620,22946.2610831267,-1326.26108312667
2011-07-29,21395,22889.9994773134,-1494.99947731342
2011-08-01,21320,22834.4884236655,-1514.48842366554
2011-08-02,21385,22779.7341780466,-1394.73417804657
2011-08-03,21210,22725.7423702907,-1515.7423702907
2011-08-04,20910,22672.5180537041,-1762.51805370411
2011-08-05,21000,22620.0656550482,-1620.06565504822
2011-08-08,20795,22568.3888725286,-1773.38887252863
2011-08-09,20640,22517.4907346825,-1877.49073468247
2011-08-10,20635,22467.3735369978,-1832.37353699784
2011-08-11,20605,22418.0387988855,-1813.03879888554
2011-08-12,20670,22369.4872823245,-1699.48728232447
2011-08-15,21255,22321.7189998568,-1066.71899985677
2011-08-16,21135,22274.733261526,-1139.733261526
2011-08-17,21300,22228.5289364358,-928.528936435762
2011-08-18,21305,22183.1044225698,-878.104422569845
2011-08-19,21495,22138.4577340992,-643.457734099246
2011-08-22,21350,22094.5865222151,-744.586522215053
2011-08-23,21455,22051.4881721343,-596.488172134349
2011-08-24,21850,22009.1597612892,-159.159761289186
2011-08-25,21800,21967.5981205502,-167.59812055018
2011-08-26,21565,21926.800014994,-361.800014993959
2011-08-29,21675,21886.7621404222,-211.762140422226
2011-08-30,21760,21847.4810430802,-87.4810430802086
2011-08-31,21745,21808.9531816818,-63.9531816817637
2011-09-01,21670,21771.1749787777,-101.174978777701
2011-09-02,21760,21734.142830485,25.8571695150479
2011-09-05,21600,21697.8530910975,-97.8530910975323
2011-09-06,21560,21662.3021255969,-102.30212559687
2011-09-07,21710,21627.4862585186,82.5137414813753
2011-09-08,22115,21593.4017721083,521.598227891693
2011-09-09,22040,21560.0449827206,479.955017279423
2011-09-13,21990,21527.4124223166,462.587577683394
2011-09-14,21865,21495.5008212523,369.499178747652
2011-09-15,21945,21464.3071011004,480.692898899574
2011-09-16,21775,21433.8283361669,341.171663833119
2011-09-19,21675,21404.0617994584,270.938200541612
2011-09-20,21500,21375.0049050087,124.995094991348
2011-09-21,21545,21346.6551788452,198.344821154835
2011-09-22,21260,21319.0101986629,-59.0101986629378
2011-09-23,20725,21292.0676241469,-567.067624146931
2011-09-26,20520,21265.825090589,-745.825090588957
2011-09-27,20585,21240.2799988781,-655.279998878058
2011-09-28,20475,21215.4294416068,-740.429441606768
2011-09-29,20125,21191.2702405029,-1066.27024050288
2011-09-30,20515,21167.7989112314,-652.798911231352
2011-10-10,20455,21145.0115287029,-690.011528702855
2011-10-11,20510,21122.9038979881,-612.903897988093
2011-10-12,20610,21101.4715389323,-491.471538932313
2011-10-13,20465,21080.7097180335,-615.709718033543
2011-10-14,20500,21060.6134986351,-560.613498635149
2011-10-17,20365,21041.1776895687,-676.177689568675
2011-10-18,20190,21022.3968679333,-832.396867933347
2011-10-19,20185,21004.2653313232,-819.265331323194
2011-10-20,19975,20986.7770332522,-1011.77703325218
2011-10-21,20040,20969.9255885812,-929.92558858125
2011-10-24,20290,20953.7041939461,-663.704193946148
2011-10-25,20250,20938.105661586,-688.105661586007
2011-10-26,20275,20923.1225293934,-648.122529393376
2011-10-27,20295,20908.7470508259,-613.747050825894
2011-10-28,20445,20894.9712114321,-449.971211432106
2011-10-31,20255,20881.7867430637,-626.786743063671
2011-11-01,20210,20869.1851915697,-659.185191569712
2011-11-02,20305,20857.1578437136,-552.157843713636
2011-11-03,20255,20845.695713777,-590.695713777016
2011-11-04,20375,20834.7895878011,-459.789587801124
2011-11-07,20325,20824.4300076579,-499.430007657946
2011-11-08,20280,20814.6073251621,-534.607325162142
2011-11-09,20305,20805.3116856826,-500.311685682551
2011-11-10,20215,20796.5330136022,-581.533013602181
2011-11-11,20270,20788.261026496,-518.261026496051
2011-11-14,20385,20780.4852015589,-395.485201558906
2011-11-15,20335,20773.1948017528,-438.19480175282
2011-11-16,20370,20766.3789265675,-396.378926567453
2011-11-17,20395,20760.0264943559,-365.026494355902
2011-11-18,20340,20754.126259626,-414.126259625955
2011-11-21,20255,20748.666825999,-493.66682599896
2011-11-22,20120,20743.6366259105,-623.636625910483
2011-11-23,20165,20739.0238877371,-574.023887737056
2011-11-24,20110,20734.8165820674,-624.816582067412
2011-11-25,20280,20731.0024422124,-451.002442212432
2011-11-28,20245,20727.5689432087,-482.568943208717
2011-11-29,20295,20724.5033736664,-429.503373666436
2011-11-30,20280,20721.7928227203,-441.792822720296
2011-12-01,20420,20719.4242019674,-299.424201967408
2011-12-02,20415,20717.3842403843,-302.384240384255
2011-12-05,20520,20715.6595431783,-195.659543178333
2011-12-06,20590,20714.2365905628,-124.236590562796
2011-12-07,20610,20713.101781873,-103.101781872972
2011-12-08,20545,20712.2414650907,-167.241465090684
2011-12-09,20555,20711.6419455788,-156.641945578818
2011-12-12,20515,20711.2894595697,-196.289459569742
2011-12-13,20410,20711.1701785462,-301.170178546182
2011-12-14,20475,20711.2701928528,-236.270192852842
2011-12-15,20365,20711.5754683421,-346.57546834214
2011-12-16,20695,20712.0718732025,-17.0718732024898
2011-12-19,20615,20712.745132362,-97.7451323619714
2011-12-20,20720,20713.5809636916,6.41903630839877
2011-12-21,20690,20714.5650446589,-24.5650446589092
2011-12-22,20680,20715.6830553844,-35.6830553844386
2011-12-23,20720,20716.9206658346,3.07933416540394
2011-12-26,20670,20718.2635312256,-48.2635312255724
2011-12-27,20775,20719.697308047,55.3026919530335
2011-12-28,20805,20721.2076328378,83.7923671621908
2011-12-29,20805,20722.7801649972,82.2198350027744
2011-12-30,20690,20724.4005985606,-34.4005985605842
2012-01-04,20790,20726.0546615498,63.9453384502455
2012-01-05,20825,20727.7280677667,97.2719322333337
2012-01-06,20870,20729.4065574458,140.593442554241
2012-01-09,20985,20731.0759110298,253.924088970213
2012-01-10,21090,20732.7219670771,357.278032922861
2012-01-11,21190,20734.3306691081,455.669330891887
2012-01-12,21310,20735.8881083276,574.11189167239
2012-01-13,21140,20737.3805642959,402.619435704068
2012-01-16,21140,20738.7945538876,401.205446112355
2012-01-17,21280,20740.1167604047,539.883239595316
2012-01-18,21325,20741.3340329906,583.665967009416
2012-01-19,21300,20742.4334439555,557.566556044531
2012-01-20,21385,20743.4023068731,641.5976931269
2012-01-30,21495,20744.2281657927,750.77183420725
2012-01-31,21560,20744.898829975,815.101170025039
2012-02-01,21505,20745.4024190184,759.597580981601
2012-02-02,21465,20745.7273894522,719.272610547765
2012-02-03,21520,20745.862511793,774.137488207027
2012-02-06,21795,20745.7968538748,1049.20314612524
2012-02-07,21720,20745.5198035297,974.480196470324
2012-02-08,22545,20745.0211822879,1799.97881771213
2012-02-09,22315,20744.2912144904,1570.70878550958
2012-02-10,22185,20743.3208685178,1441.67913148224
2012-02-13,22205,20742.1017620175,1462.89823798247
2012-02-14,22110,20740.6261085697,1369.3738914303
2012-02-15,22090,20738.8867264582,1351.11327354182
2012-02-16,21635,20736.8770000101,898.122999989873
2012-02-17,21705,20734.5908720486,970.409127951439
2012-02-20,21635,20732.0226566454,902.977343354631
2012-02-21,21715,20729.1670689993,985.832931000675
2012-02-22,21770,20726.0191975646,1043.98080243537
2012-02-23,21625,20722.5745382996,902.425461700412
2012-02-24,21520,20718.8290187006,801.170981299442
2012-02-27,21625,20714.7789392919,910.22106070807
2012-02-28,21815,20710.420931769,1104.57906823103
2012-02-29,21910,20705.7520040757,1204.24799592433
2012-03-01,21785,20700.7696207451,1084.23037925486
2012-03-02,21760,20695.4717440984,1064.52825590156
2012-03-05,22040,20689.8567846338,1350.14321536623
2012-03-06,21980,20683.923592882,1296.07640711799
2012-03-07,21625,20677.6715774686,947.328422531402
2012-03-08,21655,20671.1006827655,983.899317234528
2012-03-09,21755,20664.2112447322,1090.78875526778
2012-03-12,21560,20657.0040060324,902.995993967627
2012-03-13,21590,20649.4801602184,940.519839781621
2012-03-14,21385,20641.6412741039,743.358725896083
2012-03-15,21290,20633.4893032762,656.51069672379
2012-03-16,21260,20625.0265105974,634.973489402571
2012-03-19,21385,20616.2554303046,768.744569695357
2012-03-20,21355,20607.1788591074,747.821140892567
2012-03-21,21355,20597.7999114825,757.200088517543
2012-03-22,21330,20588.1220110268,741.877988973202
