"TF00YDate","TF00YClose","TF00Y_hpft","TF00Y_hpfc"
2021-07-05,163.8,167.45847842802,-3.65847842802001
2021-07-06,163.4,167.472737418415,-4.07273741841518
2021-07-07,162.1,167.488257766599,-5.38825776659889
2021-07-08,161.3,167.505049845569,-6.20504984556876
2021-07-09,162.4,167.523121801031,-5.12312180103067
2021-07-12,161.9,167.542479213778,-5.64247921377798
2021-07-13,161.9,167.563125546906,-5.66312554690608
2021-07-14,163.6,167.58506193114,-3.98506193113997
2021-07-15,165.4,167.608287156295,-2.20828715629512
2021-07-16,165.4,167.632798364922,-2.23279836492188
2021-07-20,161.3,167.658591786758,-6.35859178675796
2021-07-21,162.9,167.685662728582,-4.78566272858236
2021-07-22,164.8,167.714003868798,-2.91400386879826
2021-07-23,163.5,167.743605907604,-4.24360590760416
2021-07-26,164.4,167.774458340661,-3.37445834066105
2021-07-27,164.3,167.806548909501,-3.50654890950139
2021-07-28,167.8,167.839863960791,-0.0398639607909396
2021-07-29,169.1,167.874388391729,1.22561160827049
2021-07-30,169.6,167.910107083038,1.68989291696204
2021-08-02,168.3,167.947005422052,0.352994577948057
2021-08-03,169.7,167.985069494661,1.71493050533949
2021-08-04,168.2,168.024285532633,0.175714467366916
2021-08-05,172.5,168.064640476642,4.43535952335774
2021-08-09,173,168.106121339988,4.89387866001153
2021-08-10,172.6,168.148716969375,4.45128303062482
2021-08-11,171.4,168.19241823444,3.20758176556008
2021-08-12,173.6,168.237217844798,5.36278215520221
2021-08-13,174.5,168.283109835947,6.2168901640527
2021-08-16,176.3,168.330090460152,7.96990953984771
2021-08-17,177.4,168.378158539482,9.02184146051848
2021-08-18,173.5,168.427316190452,5.07268380954762
2021-08-19,169.1,168.477569258843,0.622430741156546
2021-08-20,171.2,168.528925687277,2.67107431272276
2021-08-23,171.3,168.581393675664,2.71860632433626
2021-08-24,171,168.634982528026,2.36501747197422
2021-08-25,167.9,168.689702672151,-0.789702672151288
2021-08-26,163.8,168.745565513432,-4.94556551343178
2021-08-27,164.3,168.802582130829,-4.50258213082916
2021-08-30,164.8,168.860761559005,-4.060761559005
2021-08-31,164.2,168.920110971432,-4.72011097143189
2021-09-01,162.5,168.980635863032,-6.48063586303211
