"SI00YDate","SI00YClose","SI00Y_hpft","SI00Y_hpfc"
2011-07-29,39.91,37.0096071186563,2.90039288134374
2011-08-03,41.63,36.9332969542109,4.69670304578915
2011-08-16,39.78,36.8569879886712,2.92301201132876
2011-08-17,39.82,36.7806833623714,3.03931663762864
2011-08-18,40.35,36.7043874239008,3.64561257609921
2011-08-19,40.69,36.6281057781805,4.06189422181954
2011-08-22,43.56,36.5518455370809,7.0081544629191
2011-08-23,44.03,36.4756154914963,7.5543845085037
2011-08-25,39.16,36.3994273292101,2.7605726707899
2011-08-26,41.04,36.3232958606823,4.71670413931771
2011-08-29,41.65,36.2472370374871,5.40276296251294
2011-08-30,41.28,36.1712687608927,5.10873123910732
2011-09-02,43.25,36.0954111654515,7.15458883454854
2011-09-05,42.97,36.0196864974604,6.95031350253956
2011-09-06,41.73,35.944119960636,5.78588003936399
2011-09-14,40.45,35.8687396316747,4.58126036832535
2011-09-15,39.51,35.7935759789226,3.71642402107738
2011-09-16,40.12,35.7186613644347,4.40133863556532
2011-09-23,30.93,35.6440296864863,-4.71402968648635
2011-09-28,29.63,35.5697166626904,-5.93971666269044
2011-09-30,30.28,35.4957560620675,-5.21575606206749
2011-10-03,30.35,35.4221791983998,-5.0721791983998
2011-10-04,30.11,35.3490152294851,-5.23901522948509
2011-10-05,30.45,35.2762912164858,-4.82629121648585
2011-10-06,32,35.2040320549665,-3.2040320549665
2011-10-07,31.18,35.1322606454977,-3.95226064549766
2011-10-10,32.09,35.0609985642305,-2.97099856423053
2011-10-11,32.08,34.9902657536122,-2.91026575361217
2011-10-12,32.61,34.9200809279973,-2.31008092799729
2011-10-13,31.89,34.8504615987544,-2.96046159875445
2011-10-14,32.21,34.7814243223557,-2.57142432235568
2011-10-17,31.79,34.7129844315396,-2.92298443153956
2011-10-18,32.03,34.6451561961202,-2.61515619612017
2011-10-19,31.22,34.577952677667,-3.35795267766699
2011-10-20,30.6,34.5113858567511,-3.91138585675108
2011-10-21,31.38,34.4454663258987,-3.0654663258987
2011-10-24,31.76,34.380203060828,-2.62020306082803
2011-10-25,33.24,34.3156037701147,-1.0756037701147
2011-10-26,33.4,34.2516750792498,-0.851675079249756
2011-10-27,35.1,34.1884231691131,0.911576830886916
