"INA_10yryDate","INA_10yryClose","INA_10yry_hpft","INA_10yry_hpfc"
2023-06-10,NA,0.419403547856473,0.0125964521435269
2023-06-09,0.432,0.419583768777961,0.0174162312220395
2023-06-08,0.437,0.419763994906315,-0.00476399490631481
2023-06-07,0.415,0.419944238647572,-0.0039442386475723
2023-06-06,0.416,0.420124510438526,0.0158754895614745
2023-06-05,0.436,0.420304819085577,0.00469518091442271
2023-06-04,0.425,0.42048517995742,-0.00348517995741974
2023-06-03,0.417,0.420665610363543,-0.0116656103635434
2023-06-02,0.409,0.420846126172806,0.000153873827194037
2023-06-01,0.421,0.421026738431963,0.0119732615680372
2023-05-31,0.433,0.421207458251391,0.0147925417486094
2023-05-30,0.436,0.421388301690723,0.0136116983092772
2023-05-29,0.435,0.421569290924235,0.00643070907576534
2023-05-28,0.428,0.421750453752731,-0.000750453752730666
2023-05-26,0.421,0.421931820635211,0.00506817936478868
2023-05-25,0.427,0.422113421720471,-0.0161134217204708
2023-05-24,0.406,0.422295289252283,-0.0242952892522828
2023-05-23,0.398,0.422477448813782,-0.0354774488137817
2023-05-22,0.387,0.422659915945406,-0.0296599159454063
2023-05-21,0.393,0.422842691522645,-0.0258426915226449
2023-05-20,0.397,0.423025764160768,-0.0220257641607683
2023-05-19,0.401,0.423209111792718,-0.0372091117927181
2023-05-18,0.386,0.423392703246872,-0.0623927032468717
2023-05-17,0.361,0.423576491970855,-0.0275764919708547
2023-05-16,0.396,0.423760405621659,-0.0137604056216586
2023-05-15,0.41,0.423944360457262,-0.0279443604572617
2023-05-14,0.396,0.424128267047645,-0.0281282670476448
2023-05-13,0.396,0.424312024411712,-0.0383120244117124
2023-05-12,0.386,0.424495519941275,-0.0334955199412752
2023-05-11,0.391,0.424678625191494,-0.0126786251914945
2023-05-10,0.412,0.424861197871829,0.00013880212817117
2023-05-09,0.425,0.425043090450904,-0.000209757117571155
2023-05-08,0.424833333333333,0.425224155454723,-0.000557488788056792
2023-05-06,0.424666666666667,0.425404245322579,-0.000904245322578607
2023-05-05,0.4245,0.425583212263324,-0.00124987892999063
2023-05-04,0.424333333333333,0.425760908112032,-0.00159424144536543
2023-05-03,0.424166666666667,0.425937184187131,-0.00193718418713052
2023-05-02,0.424,0.426111891148045,-0.025111891148045
2023-05-01,0.401,0.426284878853451,-0.0422848788534508
2023-04-30,0.384,0.426455986781773,-0.0354559867817731
2023-04-29,0.391,0.426625036932573,-0.0286250369325726
2023-04-28,0.398,0.426791836649332,0.0362081633506675
2023-04-27,0.463,0.426956181443092,0.0290438185569076
2023-04-26,0.456,0.427117881791894,0.0568821182081055
2023-04-25,0.484,0.427276760179326,0.042723239820674
2023-04-24,0.47,0.427432662601752,0.0425673373982479
2023-04-23,0.47,0.427585452715606,0.0409145472843943
2023-04-22,0.4685,0.427735011772953,0.0392649882270466
2023-04-21,0.467,0.427881237938288,0.0431187620617121
2023-04-20,0.471,0.428024045606664,0.0479759543933358
2023-04-19,0.476,0.428163366996708,0.0478366330032918
2023-04-18,0.476,0.428299154158368,0.0547008458416324
2023-04-17,0.483,0.428431378915338,0.0455686210846618
2023-04-16,0.474,0.428560035702439,0.0439399642975611
2023-04-15,0.4725,0.428685137790723,0.0423148622092768
2023-04-14,0.471,0.428806716614258,0.0421932833857424
2023-04-13,0.471,0.42892482109838,0.0370751789016196
2023-04-12,0.466,0.42903951760944,0.0229604823905598
2023-04-11,0.452,0.429150887839153,-0.0201508878391533
