"CL00YDate","CL00YClose","CL00Y_hpft","CL00Y_hpfc"
2010-01-04,81.51,79.1287240106146,2.38127598938544
2010-01-05,81.77,79.1148315280508,2.65516847194924
2010-01-06,83.18,79.1009400298107,4.07905997018931
2010-01-07,82.66,79.087051597758,3.57294840224202
2010-01-08,82.75,79.0731699998755,3.67683000012445
2010-01-11,82.52,79.0593004810597,3.46069951894033
2010-01-12,80.79,79.0454498060602,1.74455019393985
2010-01-13,79.65,79.0316261701408,0.618373829859165
2010-01-14,79.39,79.0178384896925,0.372161510307481
2010-01-15,78,79.004095936716,-1.00409593671604
2010-01-18,78.25,78.9904078370504,-0.740407837050414
2010-01-19,79.02,78.976783101481,0.0432168985190102
2010-01-20,77.62,78.9632303347383,-1.34323033473833
2010-01-21,76.08,78.9497581594171,-2.86975815941714
2010-01-22,74.54,78.9363746428747,-4.39637464287466
2010-01-25,75.26,78.9230866662257,-3.66308666622573
2010-01-26,74.71,78.9098992933002,-4.19989929330019
2010-01-27,73.67,78.8968160737555,-5.22681607375552
2010-01-28,73.64,78.8838388211796,-5.24383882117955
2010-01-29,72.89,78.8709671886048,-5.98096718860483
2010-02-01,74.43,78.8581986614714,-4.4281986614714
2010-02-02,77.23,78.8455282529283,-1.61552825292827
2010-02-03,76.98,78.8329491456851,-1.85294914568508
2010-02-04,73.14,78.8204538546571,-5.68045385465706
2010-02-05,71.19,78.8080341288248,-7.61803412882478
2010-02-08,71.89,78.7956793690975,-6.90567936909754
2010-02-09,73.75,78.7833758273957,-5.03337582739575
2010-02-10,74.52,78.7711069011097,-4.25110690110971
2010-02-11,75.28,78.7588539070344,-3.4788539070344
2010-02-12,74.13,78.7465964047282,-4.61659640472824
2010-02-15,74,78.7343125157313,-4.73431251573131
2010-02-16,77.01,78.7219784532684,-1.71197845326844
2010-02-17,77.33,78.70956847359,-1.37956847358997
2010-02-18,79.06,78.6970561252834,0.362943874716644
2010-02-19,79.81,78.6844143866775,1.12558561332245
2010-02-22,80.16,78.6716163861281,1.4883836138719
2010-02-23,78.86,78.6586357172626,0.201364282737449
2010-02-24,80,78.6454465889466,1.3545534110534
2010-02-25,78.17,78.6320232932808,-0.462023293280808
2010-02-26,79.66,78.6183406822844,1.04165931771558
2010-03-01,78.7,78.6043734169953,0.0956265830047293
2010-03-02,79.68,78.5900965890298,1.08990341097017
2010-03-03,80.87,78.5754853295344,2.29451467046564
2010-03-04,80.21,78.5605152201764,1.64948477982358
2010-03-05,81.5,78.5451627910841,2.95483720891587
2010-03-08,81.87,78.5294052542153,3.34059474578467
2010-03-09,81.49,78.5132210429407,2.97677895705931
2010-03-10,82.09,78.4965899714962,3.59341002850375
2010-03-11,82.11,78.4794930846002,3.63050691539981
2010-03-12,81.24,78.4619129123416,2.77808708765835
2010-03-15,79.8,78.4438334855156,1.3561665144844
2010-03-16,81.7,78.4252399832643,3.27476001673571
2010-03-17,82.93,78.4061181453185,4.52388185468155
2010-03-18,82.2,78.3864550650606,3.81354493493941
2010-03-19,80.68,78.3662397058635,2.31376029413651
2010-03-22,81.25,78.3454626074667,2.90453739253325
2010-03-23,81.91,78.3241152660264,3.58588473397356
2010-03-24,80.61,78.302190378316,2.30780962168402
2010-03-25,80.53,78.2796821233703,2.25031787662966
2010-03-26,80,78.25658563418,1.74341436581998
2010-03-29,82.17,78.2328969739265,3.93710302607355
2010-03-30,82.37,78.2086129264484,4.16138707355161
2010-03-31,83.76,78.1837319030254,5.57626809697455
2010-04-01,84.87,78.1582540350864,6.71174596491358
2010-04-05,86.62,78.1321817590642,8.48781824093584
2010-04-06,86.84,78.1055202857596,8.73447971424038
2010-04-07,85.88,78.0782783344943,7.80172166550571
2010-04-08,85.39,78.050468235074,7.33953176492601
2010-04-09,84.92,78.0221055422216,6.89789445777844
2010-04-12,84.34,77.9932088445271,6.34679115547289
2010-04-13,84.05,77.963799581895,6.08620041810498
2010-04-14,85.84,77.9339018177356,7.90609818226439
2010-04-15,85.51,77.9035421312499,7.60645786875015
2010-04-16,83.24,77.8727503697027,5.36724963029727
2010-04-19,81.45,77.8415595245629,3.60844047543714
2010-04-20,83.45,77.8100048059034,5.63999519409663
2010-04-21,83.68,77.7781229153828,5.90187708461722
2010-04-22,83.7,77.7459528860053,5.95404711399475
2010-04-23,85.12,77.7135361903746,7.40646380962538
2010-04-26,84.2,77.6809167622579,6.5190832377421
2010-04-27,82.44,77.6481415969569,4.79185840304314
2010-04-28,83.22,77.6152603845002,5.60473961549981
2010-04-29,85.17,77.5823247956778,7.58767520432218
2010-04-30,86.15,77.5493888180539,8.60061118194611
2010-05-03,86.19,77.5165095756323,8.67349042436774
2010-05-04,82.74,77.4837477475637,5.25625225243632
2010-05-05,79.97,77.4511675982713,2.51883240172865
2010-05-06,77.11,77.4188355649002,-0.308835564900214
2010-05-07,75.11,77.3868191257814,-2.27681912578141
2010-05-10,76.8,77.3551856315844,-0.555185631584455
2010-05-11,76.37,77.3240014918338,-0.954001491833824
2010-05-12,75.65,77.2933328865639,-1.64333288656386
2010-05-13,74.4,77.2632456014602,-2.8632456014602
2010-05-14,71.61,77.2338047429236,-5.62380474292364
2010-05-17,70.08,77.205074233802,-7.125074233802
2010-05-18,69.41,77.17711567229,-7.76711567229
2010-05-19,69.87,77.1499877113623,-7.27998771136229
2010-05-20,68.01,77.1237457933815,-9.11374579338153
2010-05-21,70.04,77.0984423514537,-7.05844235145364
2010-05-24,70.21,77.0741260514305,-6.86412605143055
2010-05-25,68.75,77.0508426414895,-8.3008426414895
2010-05-26,71.51,77.0286350324497,-5.51863503244968
2010-05-27,74.55,77.0075427038993,-2.45754270389928
2010-05-28,73.97,76.9876028542422,-3.01760285424223
2010-05-31,74.76,76.9688516660347,-2.20885166603465
2010-06-01,72.58,76.9513240744786,-4.37132407447864
2010-06-02,72.86,76.9350541017241,-4.07505410172414
2010-06-03,74.61,76.9200739629886,-2.31007396298858
2010-06-04,71.51,76.9064141890302,-5.3964141890302
2010-06-07,71.44,76.8941043557136,-5.45410435571358
2010-06-08,71.99,76.883171808244,-4.89317180824404
2010-06-09,74.38,76.8736416373168,-2.4936416373168
2010-06-10,75.48,76.8655369109908,-1.38553691099077
2010-06-11,73.78,76.8588796665514,-3.07887966655143
2010-06-14,75.12,76.8536913685538,-1.73369136855379
2010-06-15,76.94,76.8499922088762,0.0900077911237612
2010-06-16,77.67,76.847801662756,0.822198337243993
2010-06-17,76.79,76.847139242633,-0.0571392426329975
2010-06-18,77.18,76.848024800814,0.331975199185974
2010-06-21,77.82,76.8504781659888,0.969521834011156
2010-06-22,77.21,76.8545193040652,0.355480695934784
2010-06-23,76.35,76.8601685817184,-0.510168581718429
2010-06-24,76.51,76.867446512565,-0.357446512564988
2010-06-25,78.86,76.8763733993349,1.98362660066511
2010-06-28,78.25,76.8869693970109,1.36303060298913
2010-06-29,75.94,76.8992554805167,-0.959255480516705
2010-06-30,75.63,76.9132531882037,-1.28325318820374
2010-07-01,72.95,76.9289836619042,-3.97898366190421
2010-07-02,72.14,76.9464675130096,-4.80646751300962
2010-07-05,71.75,76.9657237081571,-5.21572370815714
2010-07-06,71.98,76.9867692271795,-5.00676922717948
2010-07-07,72.25,77.0096188939453,-4.75961889394532
2010-07-08,75.44,77.0342854627221,-1.59428546272209
2010-07-09,76.09,77.060779720344,-0.970779720343951
2010-07-12,74.95,77.089111794631,-2.13911179463103
2010-07-13,77.15,77.1192914121226,0.0307085878773955
2010-07-14,77.04,77.1513274151309,-0.11132741513086
2010-07-15,76.62,77.1852286586685,-0.565228658668529
2010-07-16,76.01,77.2210039517244,-1.21100395172439
2010-07-19,76.9,77.2586618696504,-0.358661869650409
2010-07-20,77.58,77.2982104872112,0.281789512788763
2010-07-21,76.56,77.3396577309204,-0.779657730920361
2010-07-22,79.3,77.3830116437705,1.91698835622952
2010-07-23,78.98,77.4282799464774,1.5517200535226
2010-07-26,78.98,77.4754711521567,1.50452884784333
2010-07-27,77.5,77.5245944153439,-0.0245944153438538
2010-07-28,76.99,77.5756595124916,-0.585659512491554
2010-07-29,78.36,77.628676209883,0.731323790117011
2010-07-30,78.95,77.6836540317131,1.26634596828692
2010-08-02,81.34,77.7406028044771,3.59939719552287
2010-08-03,82.55,77.7995328781263,4.75046712187372
2010-08-04,82.47,77.860456090456,4.60954390954402
2010-08-05,82.01,77.9233862429183,4.08661375708175
2010-08-06,80.7,77.9883390423621,2.71166095763795
2010-08-09,81.48,78.0553318848754,3.42466811512462
2010-08-10,80.25,78.1243832874428,2.12561671255715
