"AUDCADDate","AUDCADClose","AUDCAD_hpft","AUDCAD_hpfc"
2022-01-18,0.89895,0.916856997632021,-0.0179069976320205
2022-01-19,0.90253,0.916854439192601,-0.014324439192601
2022-01-20,0.9037,0.916852379670236,-0.0131523796702363
2022-01-21,0.90285,0.91685075632319,-0.01400075632319
2022-01-24,0.90265,0.916849500973062,-0.014199500973062
2022-01-25,0.90328,0.916848539654102,-0.0135685396541025
2022-01-26,0.90135,0.916847792531058,-0.0154977925310582
2022-01-27,0.89639,0.916847174159988,-0.0204571741599881
2022-01-28,0.89365,0.916846592690786,-0.0231965926907864
2022-01-31,0.89817,0.916845947817175,-0.0186759478171745
2022-02-01,0.90416,0.916845129644335,-0.0126851296443348
2022-02-02,0.90399,0.916844020557563,-0.0128540205575634
2022-02-03,0.90495,0.916842497698635,-0.011892497698635
2022-02-04,0.90328,0.916840432895989,-0.0135604328959887
2022-02-07,0.90264,0.916837693062183,-0.014197693062183
2022-02-08,0.90778,0.916834139504439,-0.00905413950443851
2022-02-09,0.90993,0.916829627661221,-0.00689962766122079
2022-02-10,0.9119,0.916824009228379,-0.00492400922837903
2022-02-11,0.90798,0.916817133049731,-0.00883713304973096
2022-02-14,0.90718,0.916808845933708,-0.00962884593370797
2022-02-15,0.90953,0.916798991035832,-0.00726899103583166
2022-02-16,0.91334,0.916787407531438,-0.00344740753143757
2022-02-17,0.91351,0.916773931591158,-0.00326393159115767
2022-02-18,0.91524,0.916758397960599,-0.00151839796059901
2022-02-21,0.91685,0.916740640036198,0.000109359963801673
2022-02-22,0.92172,0.916720490586747,0.0049995094132533
2022-02-23,0.92115,0.916697782426233,0.00445221757376667
2022-02-24,0.91805,0.916672350435246,0.0013776495647544
2022-02-25,0.91836,0.916644031334748,0.00171596866525227
2022-02-28,0.92033,0.916612662415156,0.00371733758484399
2022-03-01,0.9244,0.916578081676207,0.00782191832379308
2022-03-02,0.92182,0.916540128654228,0.00527987134577251
2022-03-03,0.92928,0.916498646118821,0.0127813538811795
2022-03-04,0.93866,0.916453479022076,0.0222065209779245
2022-03-07,0.93759,0.916404477599362,0.021185522400638
2022-03-08,0.9371,0.916351501265354,0.0207484987346458
2022-03-09,0.93771,0.916294418191962,0.0214155818080377
2022-03-10,0.93959,0.916233105127693,0.0233568948723071
2022-03-11,0.9299,0.916167447673384,0.013732552326616
2022-03-14,0.92175,0.916097341084681,0.0056526589153185
2022-03-15,0.91837,0.916022686293721,0.00234731370627884
2022-03-16,0.9243,0.915943386569217,0.00835661343078277
2022-03-17,0.93132,0.915859346150169,0.0154606538498312
2022-03-18,0.93438,0.91577047272984,0.0186095272701602
2022-03-21,0.93182,0.915676680392351,0.0161433196076493
2022-03-22,0.93877,0.915577890914223,0.0231921090857767
2022-03-23,0.94226,0.915474032744989,0.0267859672550106
2022-03-24,0.94135,0.915365043920847,0.025984956079153
2022-03-25,0.93771,0.915250873550264,0.0224591264497359
2022-03-28,0.93782,0.915131481482837,0.0226885185171632
2022-03-29,0.93871,0.915006836851844,0.023703163148156
2022-03-30,0.93748,0.914876918169098,0.0226030818309022
