"TA0Date","TA0Close","TA0_hpft","TA0_hpfc"
2010-03-30,8598,8002.58609281138,595.413907188617
2010-03-31,8556,7995.66533084977,560.334669150227
2010-04-01,8622,7988.74374706886,633.256252931143
2010-04-02,8662,7981.82314768813,680.176852311869
2010-04-06,8736,7974.90560068976,761.094399310242
2010-04-07,8706,7967.99345521366,738.006544786336
2010-04-08,8630,7961.08937500558,668.910624994418
2010-04-09,8676,7954.19632887316,721.803671126843
2010-04-12,8672,7947.31756212546,724.682437874542
2010-04-13,8632,7940.4566184358,691.543381564199
2010-04-14,8640,7933.61734103213,706.382658967867
2010-04-15,8650,7926.80385899856,723.19614100144
2010-04-16,8622,7920.02059340947,701.979406590531
2010-04-19,8466,7913.27226427937,552.727735720628
2010-04-20,8544,7906.56388179281,637.436118207188
2010-04-21,8552,7899.90068460982,652.099315390179
2010-04-22,8518,7893.28817488089,624.711825119107
2010-04-23,8542,7886.73212430813,655.267875691875
2010-04-26,8554,7880.23856282438,673.761437175617
2010-04-27,8478,7873.81379122392,604.186208776083
2010-04-28,8430,7867.46438880684,562.535611193164
2010-04-29,8386,7861.19718461962,524.802815380381
2010-04-30,8400,7855.01924023823,544.980759761772
2010-05-04,8350,7848.93783417106,501.062165828944
2010-05-05,8284,7842.9604701998,441.039529800198
2010-05-06,8206,7837.09485922479,368.905140775211
2010-05-07,8036,7831.34889445454,204.651105545463
2010-05-10,8096,7825.73062158806,270.269378411942
2010-05-11,8042,7820.248170919,221.751829080997
2010-05-12,8092,7814.90978445946,277.090215540541
2010-05-13,8058,7809.72379588504,248.276204114962
2010-05-14,7820,7804.69865340827,15.3013465917272
2010-05-17,7570,7799.84290787047,-229.842907870466
2010-05-18,7632,7795.16511643698,-163.165116436984
2010-05-19,7570,7790.67374126578,-220.673741265782
2010-05-20,7592,7786.37717706866,-194.377177068661
2010-05-21,7472,7782.28372734022,-310.283727340221
2010-05-24,7552,7778.40161522689,-226.401615226893
2010-05-25,7322,7774.73893561673,-452.738935616734
2010-05-26,7394,7771.30368981159,-377.303689811588
2010-05-27,7526,7768.1036919703,-242.103691970299
2010-05-28,7586,7765.14660028907,-179.146600289072
2010-05-31,7584,7762.43997288791,-178.43997288791
2010-06-01,7472,7759.99129383508,-287.991293835085
2010-06-02,7440,7757.80797343966,-317.807973439663
2010-06-03,7458,7755.89730296533,-297.89730296533
2010-06-04,7386,7754.26644230797,-368.266442307967
2010-06-07,7090,7752.92242822318,-662.922428223182
2010-06-08,7116,7751.87214524147,-635.872145241473
2010-06-09,7214,7751.12220386807,-537.122203868066
2010-06-10,7220,7750.67895176236,-530.678951762363
2010-06-11,7256,7750.5485145607,-494.548514560697
2010-06-17,7300,7750.73679853766,-450.736798537657
2010-06-18,7292,7751.24950554153,-459.249505541531
2010-06-21,7484,7752.09215110325,-268.092151103251
2010-06-22,7452,7753.27006091985,-301.270060919847
2010-06-23,7384,7754.788449869,-370.788449869004
2010-06-24,7414,7756.65240829465,-342.652408294648
2010-06-25,7388,7758.86687327329,-370.866873273286
2010-06-28,7426,7761.43664024177,-335.436640241766
2010-06-29,7304,7764.36635133577,-460.366351335772
2010-06-30,7272,7767.660510035,-495.660510034997
2010-07-01,7144,7771.32342952139,-627.323429521391
2010-07-02,7202,7775.35921809254,-573.359218092536
2010-07-05,7216,7779.77172473431,-563.771724734313
2010-07-06,7180,7784.56456142958,-604.564561429585
2010-07-07,7188,7789.74110711965,-601.741107119655
2010-07-08,7242,7795.30449084475,-553.304490844749
2010-07-09,7294,7801.2575929086,-507.257592908596
2010-07-12,7192,7807.60306490136,-615.603064901361
2010-07-13,7098,7814.34334873251,-716.343348732514
2010-07-14,7140,7821.48063184623,-681.480631846234
2010-07-15,6964,7829.01680557967,-865.016805579671
2010-07-16,6986,7836.95347957403,-850.953479574033
2010-07-19,7036,7845.29190590624,-809.291905906239
2010-07-20,7106,7854.03298490307,-748.032984903073
2010-07-21,7072,7863.17728236357,-791.177282363572
2010-07-22,7130,7872.72505487874,-742.725054878742
2010-07-23,7200,7882.67623200022,-682.676232000218
2010-07-26,7260,7893.03043626597,-633.030436265975
2010-07-27,7190,7903.78700802255,-713.787008022546
2010-07-28,7220,7914.94502594791,-694.945025947909
2010-07-29,7578,7926.50327366923,-348.503273669225
2010-07-30,7634,7938.46024755129,-304.460247551286
2010-08-02,7736,7950.8142999025,-214.814299902504
2010-08-03,7710,7963.56365717767,-253.563657177666
2010-08-04,7754,7976.70645703807,-222.706457038075
2010-08-05,7628,7990.24073233061,-362.240732330606
2010-08-06,7652,8004.16442384467,-352.164423844668
2010-08-09,7746,8018.4753226338,-272.475322633801
2010-08-10,7678,8033.17107418056,-355.171074180557
2010-08-11,7668,8048.24921133824,-380.249211338236
2010-08-12,7604,8063.70712014567,-459.707120145668
2010-08-13,7722,8079.54202946314,-357.542029463139
2010-08-16,7918,8095.75097812508,-177.75097812508
2010-08-17,7890,8112.33085717264,-222.330857172638
2010-08-18,7880,8129.27848417344,-249.278484173441
2010-08-19,7972,8146.59058479109,-174.590584791089
2010-08-20,7828,8164.26378164701,-336.26378164701
2010-08-23,7740,8182.29462519424,-442.294625194237
2010-08-24,7668,8200.67952688904,-532.679526889043
2010-08-25,7752,8219.41471535917,-467.414715359167
2010-08-26,7820,8238.49619904608,-418.496199046077
2010-08-27,7820,8257.91979317901,-437.919793179005
2010-08-30,7842,8277.68113999911,-435.681139999112
2010-08-31,7686,8297.77570072795,-611.775700727954
2010-09-01,7744,8318.19875649505,-574.198756495045
2010-09-02,7872,8338.94533554458,-466.94533554458
2010-09-03,7848,8360.01022877218,-512.010228772181
2010-09-06,7946,8381.38803405676,-435.388034056759
2010-09-07,7926,8403.07313763071,-477.073137630711
2010-09-08,7962,8425.05974575701,-463.059745757013
2010-09-09,7844,8447.34186749477,-603.341867494769
2010-09-10,7856,8469.9133204935,-613.913320493503
2010-09-13,7922,8492.76767300369,-570.767673003693
2010-09-14,7896,8515.89823951004,-619.89823951004
2010-09-15,7926,8539.29809856502,-613.298098565016
2010-09-16,7864,8562.96007247967,-698.960072479674
2010-09-17,7892,8586.87673005214,-694.876730052138
2010-09-20,8022,8611.04035115859,-589.040351158593
2010-09-21,7964,8635.44292844158,-671.442928441581
2010-09-27,8260,8660.07621105718,-400.076211057176
2010-09-28,8246,8684.9316706153,-438.931670615304
2010-09-29,8182,8710.00061334934,-528.000613349342
2010-09-30,8190,8735.2741640562,-545.274164056202
2010-10-08,8362,8760.74322927919,-398.743229279191
2010-10-11,8640,8786.39849016646,-146.398490166465
2010-10-12,8642,8812.23046304193,-170.230463041928
2010-10-13,8708,8838.22960371478,-130.229603714784
2010-10-14,8800,8864.38629762653,-64.3862976265304
2010-10-15,8810,8890.69087638848,-80.6908763884788
2010-10-18,8658,8917.13364499615,-259.133644996146
2010-10-19,8646,8943.70487509124,-297.704875091241
2010-10-20,8540,8970.39473120012,-430.39473120012
2010-10-21,8580,8997.19325478945,-417.193254789451
2010-10-22,8614,9024.090309418,-410.090309418
2010-10-25,8768,9051.07558619426,-283.075586194262
2010-10-26,8716,9078.13860671139,-362.138606711391
2010-10-27,8666,9105.26877555064,-439.268775550642
2010-10-28,8720,9132.45534759957,-412.455347599571
2010-10-29,8652,9159.68739616985,-507.687396169849
2010-11-01,8786,9186.95382408068,-400.953824080679
2010-11-02,9152,9214.24332429358,-62.243324293583
2010-11-03,9230,9241.54442403204,-11.544424032037
2010-11-04,9626,9268.84562479055,357.154375209446
2010-11-05,10006,9296.13542329164,709.864576708358
2010-11-08,10582,9323.40246389114,1258.59753610886
2010-11-09,10582,9350.63568437423,1231.36431562577
2010-11-10,11112,9377.82454277982,1734.17545722018
2010-11-11,10878,9404.9590061433,1473.0409938567
2010-11-12,10576,9432.02975833827,1143.97024166173
2010-11-15,9914,9459.02809213449,454.971907865515
2010-11-16,10328,9485.94577317288,842.054226827116
2010-11-17,9740,9512.77475516139,227.225244838608
2010-11-18,9986,9539.50733987977,446.492660120227
2010-11-19,9964,9566.13592303321,397.864076966795
2010-11-22,9898,9592.65308488889,305.346915111105
2010-11-23,9648,9619.05157017529,28.9484298247096
2010-11-24,9724,9645.3242498387,78.6757501613053
2010-11-25,9610,9671.46400679157,-61.4640067915687
2010-11-26,9350,9697.4637564681,-347.463756468098
2010-11-29,9360,9723.31638889521,-363.316388895213
2010-11-30,9246,9749.01465047282,-503.014650472824
2010-12-01,9274,9774.55113741998,-500.551137419975
2010-12-02,9432,9799.91823803028,-367.918238030284
2010-12-03,9506,9825.1081336894,-319.108133689397
2010-12-06,9576,9850.11285369986,-274.112853699862
2010-12-07,9554,9874.92429545832,-320.924295458324
2010-12-08,9442,9899.53424305411,-457.534243054113
2010-12-09,9516,9923.9343479192,-407.934347919198
2010-12-10,9560,9948.11607235967,-388.116072359666
2010-12-13,9884,9972.07071005723,-88.070710057228
2010-12-14,9904,9995.78939426249,-91.7893942624865
2010-12-15,9754,10019.2632218213,-265.263221821261
2010-12-16,9752,10042.483251637,-290.48325163705
2010-12-17,9836,10065.4404329645,-229.440432964513
2010-12-20,9880,10088.1255949837,-208.125594983726
2010-12-21,10040,10110.5294720334,-70.5294720334471
2010-12-22,9930,10132.6427124223,-202.64271242231
2010-12-23,10022,10154.455935304,-132.45593530397
2010-12-24,10302,10175.9596760687,126.040323931279
2010-12-27,10408,10197.1444153541,210.855584645884
2010-12-28,10264,10218.000685898,45.9993141019808
2010-12-29,10242,10238.5191075972,3.48089240284963
2010-12-30,10348,10258.6903193637,89.309680636326
2010-12-31,10328,10278.5049615469,49.4950384530696
2011-01-04,10592,10297.9537114151,294.046288584864
2011-01-05,10540,10317.0272666938,222.972733306226
2011-01-06,10704,10335.716446656,368.283553343992
2011-01-07,10350,10354.0121627438,-4.01216274384311
2011-01-10,10398,10371.9054786321,26.0945213678568
2011-01-11,10410,10389.3874563369,20.6125436631105
2011-01-12,10636,10406.4491686618,229.550831338194
2011-01-13,10768,10423.0816969301,344.91830306987
2011-01-14,10830,10439.2762173508,390.723782649223
2011-01-17,10784,10455.0240487113,328.975951288655
2011-01-18,10996,10470.3166713065,525.683328693523
2011-01-19,11076,10485.145701416,590.854298583999
2011-01-20,10880,10499.5029726176,380.497027382395
2011-01-21,11034,10513.3805627236,520.619437276414
2011-01-24,11622,10526.7707068289,1095.22929317111
2011-01-25,11350,10539.6658552303,810.334144769702
2011-01-26,11602,10552.0589109509,1049.94108904908
2011-01-27,11640,10563.9431119704,1076.05688802964
2011-01-28,11552,10575.312130274,976.687869725966
2011-01-31,11788,10586.1600826447,1201.8399173553
2011-02-01,12022,10596.4814895885,1425.51851041154
2011-02-09,11944,10606.2713684052,1337.72863159481
2011-02-10,12194,10615.5253256452,1578.47467435482
2011-02-11,12064,10624.239520823,1439.76047917703
2011-02-14,11928,10632.4107659302,1295.58923406981
2011-02-15,12178,10640.0364680985,1537.96353190149
2011-02-16,12158,10647.1145700032,1510.88542999676
2011-02-17,12068,10653.6436500516,1414.35634994845
2011-02-18,11842,10659.6229111917,1182.37708880827
2011-02-21,11802,10665.0521410083,1136.94785899173
2011-02-22,11882,10669.9316158342,1212.06838416585
2011-02-23,11632,10674.2620819707,957.737918029272
2011-02-24,11488,10678.0447867388,809.955213261208
2011-02-25,11446,10681.2813733502,764.718626649788
2011-02-28,11828,10683.9738198188,1144.02618018121
2011-03-01,11880,10686.124420264,1193.87557973598
2011-03-02,11922,10687.7359416983,1234.26405830168
2011-03-03,11824,10688.8116446343,1135.18835536574
2011-03-04,11774,10689.3552997799,1084.6447002201
2011-03-07,11900,10689.3711470854,1210.62885291458
2011-03-08,11508,10688.8638748495,819.136125150547
2011-03-09,11636,10687.8386717942,948.161328205804
2011-03-10,11454,10686.301065241,767.698934759018
2011-03-11,11322,10684.2569744425,637.74302555746
2011-03-14,11392,10681.7126359874,710.287364012639
2011-03-15,11512,10678.6745500812,833.325449918764
2011-03-16,11452,10675.1495105358,776.850489464173
2011-03-17,11490,10671.1446556233,818.855344376658
2011-03-18,11734,10666.6674447376,1067.33255526245
2011-03-21,11612,10661.7256757516,950.274324248394
2011-03-22,11626,10656.3275877317,969.672412268305
2011-03-23,11740,10650.4818125499,1089.51818745006
2011-03-24,11584,10644.1973829017,939.802617098335
2011-03-25,11514,10637.4837818455,876.516218154523
2011-03-28,11132,10630.3508809152,501.649119084818
2011-03-29,11122,10622.8089139639,499.191086036106
2011-03-30,11070,10614.8683222035,455.131677796466
2011-03-31,10872,10606.5397531934,265.460246806637
2011-04-01,10582,10597.8340426244,-15.8340426244166
2011-04-06,10644,10588.7621359194,55.2378640805593
2011-04-07,10660,10579.3349719554,80.6650280445943
2011-04-08,10880,10569.5635124428,310.436487557244
2011-04-11,10976,10559.4587524357,416.541247564324
2011-04-12,10802,10549.0318153103,252.968184689701
2011-04-13,10706,10538.2939966229,167.706003377063
2011-04-14,10606,10527.2566964984,78.7433035016477
2011-04-15,10610,10515.9313843837,94.0686156162499
2011-04-18,10434,10504.3295622751,-70.3295622751128
2011-04-19,10274,10492.4627710534,-218.462771053377
2011-04-20,10382,10480.3425225271,-98.3425225271215
2011-04-21,10440,10467.9802382026,-27.9802382025963
2011-04-22,10468,10455.387298934,12.6127010660255
2011-04-25,10286,10442.5750740098,-156.575074009793
2011-04-26,10178,10429.5549379325,-251.55493793251
2011-04-27,10090,10416.3382004828,-326.338200482848
2011-04-28,10240,10402.9360674584,-162.936067458435
2011-04-29,10218,10389.3596097617,-171.359609761666
2011-05-03,10314,10375.6198309446,-61.6198309446343
2011-05-04,10144,10361.7276637252,-217.727663725159
2011-05-05,9872,10347.6940153505,-475.694015350487
2011-05-06,9568,10333.5297030676,-765.529703067636
2011-05-09,9650,10319.2453474912,-669.245347491163
2011-05-10,9622,10304.8512527962,-682.851252796205
2011-05-11,9590,10290.3574465191,-700.35744651914
2011-05-12,9318,10275.7736739329,-957.773673932854
2011-05-13,9506,10261.1093908107,-755.109390810745
2011-05-16,9392,10246.3736570208,-854.373657020804
2011-05-17,9534,10231.5752202996,-697.575220299573
2011-05-18,9542,10216.7224752196,-674.722475219572
2011-05-19,9608,10201.8235280039,-593.823528003898
2011-05-20,9630,10186.8862059724,-556.886205972418
2011-05-23,9536,10171.9180909823,-635.918090982344
2011-05-24,9484,10156.9265346965,-672.926534696489
2011-05-25,9498,10141.9186259147,-643.918625914704
2011-05-26,9694,10126.901175276,-432.901175275997
2011-05-27,9718,10111.8807272495,-393.880727249459
2011-05-30,9674,10096.8636473601,-422.863647360062
2011-05-31,9770,10081.8561383184,-311.856138318406
2011-06-01,9738,10066.8642280403,-328.864228040308
2011-06-02,9620,10051.8938155327,-431.893815532668
2011-06-03,9746,10036.9506638633,-290.950663863273
2011-06-07,9648,10022.0403575723,-374.040357572279
2011-06-08,9544,10007.1683609326,-463.168360932635
2011-06-09,9478,9992.33998360393,-514.339983603927
2011-06-10,9462,9977.56034379077,-515.560343790773
2011-06-13,9396,9962.83434709004,-566.834347090042
2011-06-14,9372,9948.16668598687,-576.16668598687
2011-06-15,9460,9933.56181865993,-473.561818659934
2011-06-16,9362,9919.02396512352,-557.023965123522
2011-06-17,9356,9904.55714964073,-548.55714964073
2011-06-20,9284,9890.16516622329,-606.165166223291
2011-06-21,9308,9875.85158213142,-567.851582131422
2011-06-22,9182,9861.6197140611,-679.6197140611
2011-06-23,9058,9847.47264398123,-789.472643981225
2011-06-24,9050,9833.41317293329,-783.413172933287
2011-06-27,8762,9819.44377562251,-1057.44377562251
2011-06-28,8776,9805.56660292257,-1029.56660292257
2011-06-29,8826,9791.78336860243,-965.783368602428
2011-06-30,8888,9778.0953608498,-890.095360849802
2011-07-01,8780,9764.50346863581,-984.503468635811
2011-07-04,8938,9751.00821300259,-813.008213002586
2011-07-05,8888,9737.60970803803,-849.609708038029
2011-07-06,8986,9724.30773176487,-738.307731764872
2011-07-07,8942,9711.10171101143,-769.10171101143
2011-07-08,9010,9697.99076741945,-687.990767419451
2011-07-11,8852,9684.97370471489,-832.973704714893
2011-07-12,8760,9672.04904223605,-912.049042236052
2011-07-13,9220,9659.21495500309,-439.214955003088
2011-07-14,9274,9646.46924103201,-372.46924103201
2011-07-15,9326,9633.8095167852,-307.809516785197
2011-07-18,9274,9621.23324476083,-347.233244760833
2011-07-19,9356,9608.73776022121,-252.737760221211
2011-07-20,9440,9596.3202548965,-156.320254896503
2011-07-21,9576,9583.97781604496,-7.97781604496031
2011-07-22,9576,9571.70746630873,4.29253369126652
2011-07-25,9548,9559.50622503172,-11.5062250317175
2011-07-26,9648,9547.37111333257,100.628886667426
2011-07-27,9686,9535.29914757367,150.700852426334
2011-07-28,9518,9523.28738571328,-5.28738571328118
2011-07-29,9452,9511.33294800332,-59.3329480033161
2011-08-01,9706,9499.43295251012,206.567047489876
2011-08-02,9742,9487.58449277422,254.415507225779
2011-08-03,9698,9475.78474772268,222.215252277322
2011-08-04,9624,9464.03100144747,159.968998552531
2011-08-05,9170,9452.32062989572,-282.320629895719
2011-08-08,9184,9440.65107513917,-256.651075139168
2011-08-09,8934,9429.01966254955,-495.019662549546
2011-08-10,9168,9417.42361140939,-249.423611409393
2011-08-11,9526,9405.85993638002,120.140063619984
2011-08-12,9634,9394.325549021,239.674450978997
2011-08-15,9730,9382.81741055305,347.182589446952
2011-08-16,9592,9371.33258126856,220.667418731436
2011-08-17,10024,9359.86826497134,664.131735028658
2011-08-18,9942,9348.42175668021,593.578243319794
2011-08-19,10010,9336.99062593935,673.009374060651
2011-08-22,10006,9325.57268765431,680.42731234569
2011-08-23,10168,9314.16603492563,853.833965074365
2011-08-24,10116,9302.76904211518,813.230957884818
2011-08-25,9954,9291.38043652543,662.619563474569
2011-08-26,9962,9279.99928161584,682.000718384161
2011-08-29,10028,9268.62491474613,759.375085253871
2011-08-30,10092,9257.25695518771,834.743044812286
2011-08-31,10120,9245.89533610713,874.104663892874
2011-09-01,9992,9234.54033572011,757.459664279889
2011-09-02,10016,9223.19259356213,792.807406437865
2011-09-05,9928,9211.85306227202,716.146937727978
2011-09-06,9998,9200.5230222033,797.476977796702
2011-09-07,10154,9189.20404973586,964.795950264144
2011-09-08,10124,9177.89805089446,946.101949105536
2011-09-09,10172,9166.60733051176,1005.39266948824
2011-09-13,10194,9155.33458450089,1038.66541549911
2011-09-14,10094,9144.08292436387,949.917075636127
2011-09-15,10106,9132.85589094529,973.144109054708
2011-09-16,9922,9121.65741774726,800.342582252742
2011-09-19,9652,9110.49184053042,541.508159469582
2011-09-20,9704,9099.36382588503,604.636174114966
2011-09-21,9688,9088.27826423885,599.721735761149
2011-09-22,9364,9077.24029595208,286.759704047919
2011-09-23,9244,9066.25530928575,177.744690714253
2011-09-26,8660,9055.32881103563,-395.328811035626
2011-09-27,8884,9044.46638147039,-160.466381470385
2011-09-28,8712,9033.67343744526,-321.673437445257
2011-09-29,8496,9022.95532948536,-526.955329485358
2011-09-30,8780,9012.31727514875,-232.317275148755
2011-10-10,8812,9001.76427417167,-189.764274171674
2011-10-11,8802,8991.30123025935,-189.301230259352
2011-10-12,8880,8980.9329686764,-100.932968676406
2011-10-13,8810,8970.66423643777,-160.664236437772
2011-10-14,8846,8960.49973883682,-114.49973883682
2011-10-17,8756,8950.44411475465,-194.444114754655
2011-10-18,8512,8940.50195574317,-428.50195574317
2011-10-19,8460,8930.67777297845,-470.677772978448
2011-10-20,7988,8920.97590051139,-932.975900511389
2011-10-21,8130,8911.40047783341,-781.400477833408
2011-10-24,8584,8901.95525878138,-317.955258781384
2011-10-25,8654,8892.6436741925,-238.643674192496
2011-10-26,8728,8883.46902347396,-155.469023473962
2011-10-27,8754,8874.43450738742,-120.434507387423
2011-10-28,8762,8865.54326243006,-103.543262430056
2011-10-31,8410,8856.79837531594,-446.798375315944
2011-11-01,8286,8848.20288995848,-562.202889958483
2011-11-02,8396,8839.75966558286,-443.75966558286
2011-11-03,8206,8831.47132902243,-625.471329022431
2011-11-04,8372,8823.34032367756,-451.340323677559
2011-11-07,8052,8815.36883440452,-763.368834404523
2011-11-08,8078,8807.55885949286,-729.558859492858
2011-11-09,8094,8799.9120816868,-705.912081686799
2011-11-10,7862,8792.4298821602,-930.429882160203
2011-11-11,7976,8785.11335029092,-809.113350290918
2011-11-14,8144,8777.96319085491,-633.963190854911
2011-11-15,8034,8770.97977417291,-736.97977417291
2011-11-16,8048,8764.16320851078,-716.16320851078
2011-11-17,8124,8757.5132974969,-633.5132974969
2011-11-18,8196,8751.0295487262,-555.029548726205
2011-11-21,8188,8744.7112079247,-556.711207924704
2011-11-22,8114,8738.55729139172,-624.557291391724
2011-11-23,8036,8732.56658530415,-696.566585304149
2011-11-24,7914,8726.73761767281,-812.737617672806
2011-11-25,7844,8721.06862857556,-877.068628575558
2011-11-28,7934,8715.55752213673,-781.557522136733
2011-11-29,8024,8710.20183993641,-686.201839936408
2011-11-30,7994,8704.99880048933,-710.998800489336
2011-12-01,8246,8699.94533866319,-453.94533866319
2011-12-02,8234,8695.03809542636,-461.038095426364
2011-12-05,8368,8690.27352410511,-322.273524105105
2011-12-06,8374,8685.64788745074,-311.647887450742
2011-12-07,8432,8681.15731499986,-249.157314999856
2011-12-08,8390,8676.79780746631,-286.797807466307
2011-12-09,8390,8672.56526257211,-282.565262572109
2011-12-12,8356,8668.45545948912,-312.45545948912
2011-12-13,8252,8664.4640605873,-412.464060587297
2011-12-14,8248,8660.58659908075,-412.58659908075
2011-12-15,8120,8656.81843768714,-536.818437687143
2011-12-16,8194,8653.15476857751,-459.154768577515
2011-12-19,8160,8649.59056202378,-489.590562023779
2011-12-20,8194,8646.12059850173,-452.120598501726
2011-12-21,8252,8642.7394561103,-390.739456110304
2011-12-22,8270,8639.44152605977,-369.44152605977
2011-12-23,8290,8636.22103804427,-346.221038044273
2011-12-26,8218,8633.07206904599,-415.072069045991
2011-12-27,8226,8629.98855293309,-403.988552933086
2011-12-28,8266,8626.96425199966,-360.964251999661
2011-12-29,8258,8623.99276154721,-365.992761547206
2011-12-30,8410,8621.06752766897,-211.067527668965
2012-01-04,8462,8618.18184517172,-156.181845171725
2012-01-05,8600,8615.32892161524,-15.3289216152378
2012-01-06,8640,8612.50190000006,27.4980999999384
2012-01-09,8682,8609.69391699038,72.3060830096187
2012-01-10,8640,8606.89812061701,33.1018793829863
2012-01-11,8640,8604.10768879915,35.8923112008526
2012-01-12,8590,8601.315813139,-11.3158131390023
2012-01-13,8616,8598.51570007521,17.484299924788
2012-01-16,8690,8595.7005513689,94.2994486311033
2012-01-17,8818,8592.86357600853,225.136423991472
2012-01-18,8858,8589.99802196211,268.001978037886
2012-01-19,8874,8587.09723026009,286.902769739905
2012-01-20,8986,8584.15465271401,401.845347285991
2012-01-30,9074,8581.16385972966,492.836140270346
2012-01-31,9152,8578.11858781943,573.881412180572
2012-02-01,9096,8575.01277721442,520.987222785579
2012-02-02,9032,8571.84060536498,460.159394635022
2012-02-03,9080,8568.59646507712,511.40353492288
2012-02-06,9192,8565.27493936772,626.725060632275
2012-02-07,9108,8561.8708226476,546.129177352404
2012-02-08,9234,8558.37916839045,675.620831609545
2012-02-09,9156,8554.79525581785,601.204744182154
2012-02-10,9172,8551.11464342596,620.885356574036
2012-02-13,9148,8547.33313822422,600.666861775779
2012-02-14,9132,8543.44680387192,588.553196128084
2012-02-15,9030,8539.45195231954,490.548047680465
2012-02-16,8852,8535.34513880181,316.654861198191
2012-02-17,8914,8531.12312132604,382.876878673962
2012-02-20,8938,8526.78278879236,411.217211207638
2012-02-21,8976,8522.32118836627,453.678811633732
2012-02-22,8970,8517.73553719442,452.264462805582
2012-02-23,8910,8513.02323995598,396.976760044016
2012-02-24,8946,8508.1818882778,437.818111722199
2012-02-27,9068,8503.20923788104,564.790762118955
2012-02-28,9086,8498.10322546319,587.896774536808
2012-02-29,9070,8492.86202118382,577.137978816184
2012-03-01,9100,8487.48403821546,612.515961784542
2012-03-02,9222,8481.96792829565,740.032071704346
2012-03-05,9208,8476.3125963522,731.687403647804
2012-03-06,9168,8470.51725321186,697.482746788144
2012-03-07,9050,8464.58141215153,585.418587848471
2012-03-08,9066,8458.50487475969,607.49512524031
2012-03-09,9134,8452.28768461323,681.712315386766
2012-03-12,9046,8445.9301364029,600.069863597097
2012-03-13,9044,8439.43280661257,604.567193387433
2012-03-14,8950,8432.79651977006,517.20348022994
2012-03-15,8826,8426.02235030727,399.977649692733
2012-03-16,8752,8419.11158644718,332.888413552824
2012-03-19,8638,8412.0656817477,225.934318252305
2012-03-20,8646,8404.88622736898,241.113772631021
2012-03-21,8670,8397.57490786366,272.42509213634
2012-03-22,8668,8390.13350745118,277.866492548818
2012-03-23,8712,8382.56392296027,329.436077039728
2012-03-26,8716,8374.86816607869,341.13183392131
2012-03-27,8762,8367.0483846697,394.951615330301
2012-03-28,8772,8359.10686760691,412.893132393091
