"LH0Date","LH0Close","LH0_hpft","LH0_hpfc"
2023-03-20,15845,16259.2579102604,-414.257910260445
2023-03-21,15895,16226.4455952161,-331.445595216102
2023-03-22,15870,16193.9988704903,-323.998870490259
2023-03-23,15715,16161.9121075724,-446.912107572414
2023-03-24,15720,16130.1795440235,-410.17954402347
2023-03-27,15445,16098.7952326694,-653.795232669433
2023-03-28,15475,16067.753056785,-592.753056784959
2023-03-29,15180,16037.0466293914,-857.04662939141
2023-03-30,15180,16006.6693184898,-826.669318489779
2023-03-31,15075,15976.6141378127,-901.614137812736
2023-04-03,14940,15946.8737593804,-1006.87375938045
2023-04-04,14965,15917.4404825235,-952.44048252345
2023-04-06,14820,15888.3061903701,-1068.30619037012
2023-04-07,14965,15859.4623723487,-894.462372348728
2023-04-10,14765,15830.9000762919,-1065.90007629186
2023-04-11,14790,15802.6099802982,-1012.60998029823
2023-04-12,14760,15774.5823218657,-1014.58232186571
2023-04-13,14580,15746.8069199208,-1166.8069199208
2023-04-14,14645,15719.273174002,-1074.27317400196
2023-04-17,16130,15691.9700013362,438.029998663759
2023-04-18,16255,15664.8858750898,590.114124910181
2023-04-19,16670,15638.0094494926,1031.99055050742
2023-04-20,16560,15611.3296227042,948.670377295817
2023-04-21,16810,15584.8357194673,1225.16428053271
2023-04-24,17080,15558.5174566666,1521.4825433334
2023-04-25,16345,15532.3650576212,812.634942378814
2023-04-26,16290,15506.3693745692,783.630625430843
2023-04-27,16285,15480.5215956597,804.478404340304
2023-04-28,16520,15454.8132329629,1065.18676703705
2023-05-04,15905,15429.2361310886,475.763868911365
2023-05-05,16165,15403.7825749516,761.217425048433
2023-05-08,16060,15378.445046128,681.554953872019
2023-05-09,16000,15353.216340851,646.783659149034
2023-05-10,15700,15328.0895370812,371.910462918803
2023-05-11,15580,15303.0579801333,276.942019866672
2023-05-12,15860,15278.115169055,581.884830945003
2023-05-15,15830,15253.2547173709,576.745282629127
2023-05-16,15860,15228.4704791329,631.529520867098
2023-05-17,15600,15203.7565467967,396.243453203304
2023-05-18,15690,15179.1072738668,510.892726133239
2023-05-19,15470,15154.5171776385,315.482822361499
2023-05-22,15175,15129.9809865899,45.019013410067
2023-05-23,15310,15105.493559607,204.506440392978
2023-05-24,15745,15081.0497741847,663.95022581527
2023-05-25,15690,15056.6445923528,633.355407647239
2023-05-26,15780,15032.2732505911,747.726749408862
2023-05-29,15570,15007.9312471836,562.068752816354
2023-05-30,15240,14983.6143894941,256.3856105059
2023-05-31,15195,14959.318717223,235.68128277703
2023-06-01,16105,14935.0403760503,1169.95962394971
2023-06-02,15880,14910.7756090772,969.224390922799
2023-06-05,15865,14886.5211430191,978.478856980876
2023-06-06,16175,14862.2741052299,1312.7258947701
2023-06-07,15940,14838.0320275271,1101.96797247287
2023-06-08,15920,14813.7929843566,1106.20701564345
2023-06-09,15905,14789.5555056731,1115.44449432687
2023-06-12,16100,14765.3185786933,1334.68142130666
