"USDCNHDate","USDCNHClose","USDCNH_hpft","USDCNH_hpfc"
2015-09-02,6.4456,6.34704470601233,0.0985552939876709
2015-09-03,6.4497,6.34897389825014,0.100726101749857
2015-09-04,6.4661,6.35089924291795,0.115200757082053
2015-09-07,6.479,6.35282058076598,0.126179419234025
2015-09-08,6.4546,6.35473780016382,0.0998621998361829
2015-09-09,6.4668,6.35665084163857,0.110149158361431
2015-09-10,6.3898,6.35855968699634,0.0312403130036602
2015-09-11,6.4076,6.36046436357448,0.0471356364255248
2015-09-14,6.405,6.36236491162381,0.0426350883761939
2015-09-15,6.4105,6.36426139087913,0.0462386091208676
2015-09-16,6.4038,6.3661538786989,0.0376461213011016
2015-09-17,6.4015,6.36804247155473,0.0334575284452715
2015-09-18,6.386,6.36992728147964,0.0160727185203643
2015-09-21,6.3988,6.37180843433663,0.0269915656633739
2015-09-22,6.4165,6.37368606263253,0.042813937367465
2015-09-23,6.4377,6.37556031003141,0.0621396899685881
2015-09-24,6.4168,6.37743133789487,0.0393686621051269
2015-09-25,6.3977,6.37929933327059,0.0184006667294137
2015-09-28,6.3585,6.38116449947964,-0.0226644994796372
2015-09-29,6.3437,6.3830270474492,-0.0393270474491997
2015-09-30,6.3643,6.38488717873787,-0.0205871787378689
2015-10-01,6.3662,6.38674507864801,-0.0205450786480076
2015-10-02,6.3654,6.38860092397208,-0.0232009239720773
2015-10-05,6.3476,6.39045488301003,-0.0428548830100252
2015-10-06,6.3506,6.39230711447147,-0.0417071144714676
2015-10-07,6.3471,6.39415775935154,-0.0470577593515395
2015-10-08,6.3411,6.39600694140533,-0.0549069414053274
2015-10-09,6.3376,6.39785476493614,-0.0602547649361366
2015-10-12,6.3225,6.39970131155095,-0.0772013115509472
2015-10-13,6.3388,6.40154663794981,-0.0627466379498139
2015-10-14,6.3459,6.40339076892093,-0.0574907689209346
2015-10-15,6.3497,6.40523370331554,-0.0555337033155391
2015-10-16,6.3652,6.40707541622049,-0.0418754162204872
2015-10-19,6.3878,6.40891585976724,-0.0211158597672357
2015-10-20,6.3696,6.41075496877763,-0.0411549687776297
2015-10-21,6.3684,6.41259266934507,-0.0441926693450669
2015-10-22,6.3881,6.41442887055114,-0.0263288705511386
2015-10-23,6.3968,6.41626346320996,-0.0194634632099562
2015-10-26,6.3879,6.41809632725234,-0.0301963272523425
2015-10-27,6.3942,6.41992733456371,-0.0257273345637062
2015-10-28,6.393,6.4217563445475,-0.0287563445475033
2015-10-29,6.3487,6.42358320597255,-0.0748832059725472
2015-10-30,6.3205,6.42540775572093,-0.104907755720933
2015-11-02,6.3453,6.42722979972106,-0.081929799721059
2015-11-03,6.3446,6.42904910053666,-0.0844491005366615
2015-11-04,6.3509,6.430865386865,-0.0799653868650046
2015-11-05,6.3718,6.43267835249548,-0.0608783524954825
2015-11-06,6.3919,6.43448765816301,-0.0425876581630105
2015-11-09,6.3885,6.43629293943785,-0.0477929394378508
2015-11-10,6.3933,6.43809381428624,-0.0447938142862421
2015-11-11,6.3895,6.43988988091873,-0.0503898809187309
2015-11-12,6.3917,6.44168071902991,-0.0499807190299061
2015-11-13,6.4062,6.44346588748522,-0.0372658874852181
2015-11-16,6.3979,6.44524492449008,-0.0473449244900756
2015-11-17,6.4084,6.4470173528457,-0.0386173528456952
2015-11-18,6.4165,6.44878267578278,-0.0322826757827802
2015-11-19,6.4035,6.45054038056918,-0.0470403805691794
2015-11-20,6.42,6.4522899411284,-0.0322899411284019
2015-11-23,6.4303,6.45403081193933,-0.0237308119393331
2015-11-24,6.4264,6.4557624341335,-0.0293624341335027
2015-11-25,6.4233,6.4574842390331,-0.0341842390331005
2015-11-26,6.4324,6.45919564582301,-0.0267956458230087
2015-11-27,6.451,6.46089605955775,-0.00989605955774757
2015-11-30,6.4235,6.46258487421562,-0.0390848742156225
2015-12-01,6.4463,6.46426147968428,-0.0179614796842762
2015-12-02,6.4476,6.46592524969522,-0.0183252496952169
2015-12-03,6.4201,6.46757555055545,-0.0474755505554546
2015-12-04,6.447,6.46921174099704,-0.0222117409970411
2015-12-07,6.4694,6.47083316012756,-0.00143316012756129
2015-12-08,6.49,6.47243913787315,0.0175608621268519
2015-12-09,6.4994,6.47402900356753,0.0253709964324744
2015-12-10,6.4935,6.4756020938034,0.0178979061966047
2015-12-11,6.5291,6.47715775566076,0.051942244339244
2015-12-14,6.5543,6.47869534361791,0.0756046563820907
2015-12-15,6.5325,6.48021423362405,0.0522857663759527
2015-12-16,6.5251,6.48171383288017,0.04338616711983
2015-12-17,6.5693,6.48319357020021,0.0861064297997937
