"CT00YDate","CT00YClose","CT00Y_hpft","CT00Y_hpfc"
2013-06-24,83.13,85.3173192018063,-2.1873192018063
2013-06-25,84.68,85.294896286574,-0.61489628657397
2013-06-26,83.58,85.2724724671919,-1.69247246719186
2013-06-27,83.9,85.2500465853367,-1.35004658533674
2013-06-28,83.85,85.2276167830854,-1.37761678308538
2013-07-01,85.36,85.2051806444595,0.154819355540499
2013-07-02,84.62,85.1827351840295,-0.56273518402951
2013-07-03,85.67,85.1602774803619,0.509722519638123
2013-07-05,85.12,85.137804379411,-0.0178043794110179
2013-07-08,85.23,85.1153129378298,0.114687062170203
2013-07-09,85.88,85.0928002049121,0.787199795087948
2013-07-10,85.48,85.0702632773584,0.409736722641611
2013-07-11,84.71,85.0476995772661,-0.337699577266122
2013-07-12,84.93,85.0251066961013,-0.0951066961012942
2013-07-15,84.95,85.0024820857384,-0.0524820857384099
2013-07-17,83.59,84.9798231587387,-1.38982315873874
2013-07-18,84.65,84.9571273059697,-0.307127305969737
2013-07-19,85.66,84.9343913438017,0.725608656198304
2013-07-22,86.11,84.9116119616508,1.19838803834924
