"JRU00YDate","JRU00YClose","JRU00Y_hpft","JRU00Y_hpfc"
2013-06-24,229.7,251.033493035737,-21.3334930357366
2013-06-25,232,251.257061124673,-19.2570611246729
2013-06-26,224.6,251.480620395201,-26.8806203952009
2013-06-27,230.3,251.704154068818,-21.404154068818
2013-06-28,236.1,251.927634255654,-15.8276342556538
2013-07-01,238,252.151024218221,-14.151024218221
2013-07-02,244.1,252.374280676525,-8.27428067652489
2013-07-03,240.7,252.597354501107,-11.8973545011067
2013-07-04,245.7,252.820193142253,-7.12019314225318
2013-07-05,244,253.04273913236,-9.04273913236016
2013-07-08,239.3,253.264932060627,-13.9649320606265
2013-07-09,240.9,253.486707778344,-12.5867077783436
2013-07-10,235.4,253.707996364263,-18.3079963642634
2013-07-11,244.3,253.928722694295,-9.62872269429535
2013-07-12,237.9,254.148804076563,-16.2488040765632
2013-07-16,234,254.36815383906,-20.3681538390605
2013-07-17,243.8,254.586678593181,-10.7866785931813
2013-07-18,246.9,254.804276530945,-7.90427653094539
2013-07-19,250.9,255.020841385589,-4.12084138558919
2013-07-22,255.3,255.236263623041,0.0637363769588228
2013-07-23,255.3,255.45043200584,-0.150432005839485
2013-07-24,259.4,255.663235322868,3.73676467713233
2013-07-25,253,255.874562300828,-2.87456230082787
2013-07-26,248.2,256.084303211051,-7.88430321105111
2013-07-29,243.5,256.292347136636,-12.7923471366358
2013-07-30,240.3,256.498579901636,-16.1985799016357
2013-07-31,241.4,256.702882042249,-15.3028820422488
2013-08-01,246.1,256.905127398842,-10.8051273988421
2013-08-02,246.7,257.105183486181,-10.4051834861808
2013-08-05,245.6,257.302913352628,-11.7029133526283
2013-08-06,251.1,257.498175745466,-6.39817574546623
2013-08-07,246.9,257.690824574456,-10.7908245744556
2013-08-08,256.5,257.880711104616,-1.38071110461599
2013-08-09,259.3,258.067682140474,1.23231785952598
2013-08-12,260.4,258.251583915815,2.14841608418459
2013-08-13,266.7,258.432263173826,8.26773682617403
2013-08-14,262.6,258.609567545757,3.99043245424328
2013-08-15,263.4,258.783348080416,4.61665191958448
2013-08-16,264.8,258.953457476082,5.84654252391772
2013-08-19,264.7,259.11975033938,5.58024966061956
2013-08-20,257.9,259.28208369366,-1.38208369366016
2013-08-21,259.7,259.440316868922,0.259683131078003
2013-08-22,266.2,259.59430862388,6.60569137612026
2013-08-23,269.8,259.74391782456,10.0560821754405
2013-08-26,275.4,259.889006067545,15.5109939324548
2013-08-27,271.3,260.029439106196,11.2705608938037
2013-08-28,270.7,260.165089105484,10.5349108945164
2013-08-29,270.7,260.295832889168,10.4041671108317
2013-08-30,266.6,260.421551635733,6.17844836426732
2013-09-02,282.1,260.542130824325,21.5578691756748
2013-09-03,279.9,260.657458488012,19.2425415119877
2013-09-04,278.9,260.767431571019,18.1325684289815
2013-09-05,281,260.871954971656,20.1280450283439
2013-09-06,279,260.970941083514,18.0290589164863
2013-09-09,279.6,261.064310620311,18.535689379689
2013-09-10,281.2,261.151991748236,20.0480082517639
2013-09-11,281.4,261.23392029541,20.1660797045898
2013-09-12,270.9,261.310040376973,9.58995962302711
2013-09-13,271.3,261.380304443935,9.91969555606468
